"ID","Description","n_studies","n_cell_types","n_percentages","weighted_meta_pvalue","weighted_meta_padj","weighted_mean_NES","weighted_mean_pvalue","weighted_mean_padj","weighted_enhanced_score","effect_consistency","min_NES","max_NES","nes_range","individual_NES","individual_pvalue","individual_padj","individual_percentages","individual_cell_types","individual_weights","database","meta_group","weighted_analysis","analysis_version","weighted_meta_padj_corrected","log2_fold_enrichment","mean_nes","meta_fdr","meta_pvalue","meta_score","n_methods","cell_type","effect","regulation_pattern_set_membership","confidence_tier"
"GO:0015631","tubulin binding",1,1,1,0.00580998743681236,0.0214243286732456,1.98242586511918,0.00580998743681236,0.0214243286732456,1.98242586511918,1,1.98242586511918,1.98242586511918,0,"1.982","5.8e-03","2.1e-02","10pct","78_Sst_HPF","0.4","GO_MF","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0104953386755502,1.98242586511918,1.98242586511918,0.0214243286732456,0.00580998743681236,1.98242586511918,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0042470","melanosome",1,1,1,0.00544255809870425,0.0120470106229746,1.98151302049871,0.00544255809870425,0.0120470106229746,1.98151302049871,1,1.98151302049871,1.98151302049871,0,"1.982","5.4e-03","1.2e-02","10pct","78_Sst_HPF","0.4","GO_CC","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0102518625821505,1.98151302049871,1.98151302049871,0.0120470106229746,0.00544255809870425,1.98151302049871,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0048770","pigment granule",1,1,1,0.00544255809870425,0.0120470106229746,1.98151302049871,0.00544255809870425,0.0120470106229746,1.98151302049871,1,1.98151302049871,1.98151302049871,0,"1.982","5.4e-03","1.2e-02","10pct","78_Sst_HPF","0.4","GO_CC","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0102518625821505,1.98151302049871,1.98151302049871,0.0120470106229746,0.00544255809870425,1.98151302049871,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0141187","nucleic acid biosynthetic process",1,1,1,0.00575036140423125,0.0180763675623751,-1.97991850373952,0.00575036140423125,0.0180763675623751,1.97991850373952,1,-1.97991850373952,-1.97991850373952,0,"-1.98","5.8e-03","1.8e-02","5pct","78_Sst_HPF","0.5","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0104953386755502,-1.97991850373952,-1.97991850373952,0.0180763675623751,0.00575036140423125,1.97991850373952,1,"78_Sst_HPF","parity","Under-represented","Method-Specific"
"GO:0065007","biological regulation",1,1,1,0.00602347772070391,0.01832341045894,1.97553912639034,0.00602347772070391,0.01832341045894,1.97553912639034,1,1.97553912639034,1.97553912639034,0,"1.976","6e-03","1.8e-02","5pct","78_Sst_HPF","0.5","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0106847340368371,1.97553912639034,1.97553912639034,0.01832341045894,0.00602347772070391,1.97553912639034,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0002020","protease binding",1,1,1,0.00840831467671272,0.0302772499175956,1.97500164419993,0.00840831467671272,0.0302772499175956,1.97500164419993,1,1.97500164419993,1.97500164419993,0,"1.975","8.4e-03","3e-02","10pct","78_Sst_HPF","0.4","GO_MF","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0135756886559324,1.97500164419993,1.97500164419993,0.0302772499175956,0.00840831467671272,1.97500164419993,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"mmu05163","Human cytomegalovirus infection",1,1,1,0.0107226823419574,0.0230537670352084,1.97380773981529,0.0107226823419574,0.0230537670352084,1.97380773981529,1,1.97380773981529,1.97380773981529,0,"1.974","1.1e-02","2.3e-02","10pct","78_Sst_HPF","0.4","KEGG","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.015402606049958,1.97380773981529,1.97380773981529,0.0230537670352084,0.0107226823419574,1.97380773981529,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0051239","regulation of multicellular organismal process",1,1,1,0.00735235367349349,0.027130185055191,1.97248899467452,0.00735235367349349,0.027130185055191,1.97248899467452,1,1.97248899467452,1.97248899467452,0,"1.972","7.4e-03","2.7e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0123363021020241,1.97248899467452,1.97248899467452,0.027130185055191,0.00735235367349349,1.97248899467452,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0051494","negative regulation of cytoskeleton organization",1,1,1,0.0140916579931296,0.0458807805835132,1.96576248436181,0.0140916579931296,0.0458807805835132,1.96576248436181,1,1.96576248436181,1.96576248436181,0,"1.966","1.4e-02","4.6e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0185922976605388,1.96576248436181,1.96576248436181,0.0458807805835132,0.0140916579931296,1.96576248436181,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0022411","cellular component disassembly",1,1,1,0.0140105528460651,0.0457512743380356,1.96190547519643,0.0140105528460651,0.0457512743380356,1.96190547519643,1,1.96190547519643,1.96190547519643,0,"1.962","1.4e-02","4.6e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.018563090160162,1.96190547519643,1.96190547519643,0.0457512743380356,0.0140105528460651,1.96190547519643,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0048513","animal organ development",1,1,1,0.00470486906518105,0.0186010359112694,1.96156601347827,0.00470486906518105,0.0186010359112694,1.96156601347827,1,1.96156601347827,1.96156601347827,0,"1.962","4.7e-03","1.9e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.00924005432801131,1.96156601347827,1.96156601347827,0.0186010359112694,0.00470486906518105,1.96156601347827,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0016310","phosphorylation",1,1,1,0.00745451386474625,0.0273249895638215,1.96123800247048,0.00745451386474625,0.0273249895638215,1.96123800247048,1,1.96123800247048,1.96123800247048,0,"1.961","7.5e-03","2.7e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0124727759915726,1.96123800247048,1.96123800247048,0.0273249895638215,0.00745451386474625,1.96123800247048,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0034703","cation channel complex",1,1,1,0.0078947833464016,0.0167233582714098,1.96080875719559,0.0078947833464016,0.0167233582714098,1.96080875719559,1,1.96080875719559,1.96080875719559,0,"1.961","7.9e-03","1.7e-02","10pct","78_Sst_HPF","0.4","GO_CC","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0129916901771829,1.96080875719559,1.96080875719559,0.0167233582714098,0.0078947833464016,1.96080875719559,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0045055","regulated exocytosis",1,1,1,0.00659810039924849,0.0247596513287054,1.95724482343642,0.00659810039924849,0.0247596513287054,1.95724482343642,1,1.95724482343642,1.95724482343642,0,"1.957","6.6e-03","2.5e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0115563220442978,1.95724482343642,1.95724482343642,0.0247596513287054,0.00659810039924849,1.95724482343642,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0009743","response to carbohydrate",1,1,1,0.0143550458722451,0.046329550380686,1.95600162571102,0.0143550458722451,0.046329550380686,1.95600162571102,1,1.95600162571102,1.95600162571102,0,"1.956","1.4e-02","4.6e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.0187743940556218,1.95600162571102,1.95600162571102,0.046329550380686,0.0143550458722451,1.95600162571102,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
"GO:0033043","regulation of organelle organization",1,1,1,0.00484597163647218,0.0188890514139955,1.95561350075593,0.00484597163647218,0.0188890514139955,1.95561350075593,1,1.95561350075593,1.95561350075593,0,"1.956","4.8e-03","1.9e-02","10pct","78_Sst_HPF","0.4","GO_BP","78_Sst_HPF",TRUE,"v7_weighted_standalone",0.00941231835537477,1.95561350075593,1.95561350075593,0.0188890514139955,0.00484597163647218,1.95561350075593,1,"78_Sst_HPF","parity","Over-represented","Method-Specific"
