ID,Description,n_studies,n_cell_types,n_percentages,weighted_meta_pvalue,weighted_meta_padj,weighted_mean_NES,weighted_mean_pvalue,weighted_mean_padj,weighted_enhanced_score,effect_consistency,min_NES,max_NES,nes_range,individual_NES,individual_pvalue,individual_padj,individual_percentages,individual_cell_types,individual_weights,database,meta_group,weighted_analysis,analysis_version,weighted_meta_padj_corrected
GO:1901700,response to oxygen-containing compound,4,2,2,1.51337595997311e-4,0.0024469466642045266,2.473525019151856,1.9370137064082132e-4,0.0013478164870205885,2.473525019151856,0.9836728036647845,2.431746033600924,2.5090250799003515,0.07727904629942772,2.509;2.438;2.5;2.432,2.0e-04;1.4e-04;2.0e-04;2.2e-04,1.3e-03;1.0e-03;1.4e-03;1.6e-03,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,4.942621486295158e-4
GO:0098796,membrane protein complex,6,2,3,1.5557952218543482e-4,0.0012990407657461,2.601601836748876,3.560036078791191e-4,0.0020365401873485233,2.601601836748876,0.8619516138611121,2.0294828145293966,2.8449102883404738,0.8154274738110772,2.534;2.808;2.029;2.522;2.845;2.112,1.9e-04;1.3e-05;2.4e-03;2.1e-04;6.8e-06;2.6e-03,6.8e-04;5.9e-05;1.6e-02;7.3e-04;3.4e-05;1.7e-02,5pct;10pct;25pct;5pct;10pct;25pct,356_CA3_do;356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.1;0.5;0.4;0.1,GO_CC,CA3_do_combined,TRUE,v7_weighted_standalone,5.054276540838994e-4
GO:0042391,regulation of membrane potential,1,1,1,5.471124394719088e-5,4.55378549244664e-4,2.657221799166757,5.471124394719088e-5,4.5537854924466406e-4,2.657221799166757,1,2.657221799166757,2.657221799166757,0,2.657,5.5e-05,4.6e-04,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,5.092354244315459e-4
GO:0006753,nucleoside phosphate metabolic process,5,2,3,1.5887712337347274e-4,0.003478443468236104,2.5408805632316023,4.603376604079799e-4,0.004538822494873195,2.5408805632316023,0.8562479331916311,2.058876656038754,2.919979638996214,0.8611029829574597,2.363;2.92;2.309;2.794;2.059,9.1e-04;5.8e-06;4.8e-04;1.6e-05;1.7e-03,4.7e-03;8.1e-05;2.8e-03;2.0e-04;4.8e-02,5pct;10pct;5pct;10pct;25pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4;0.1,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,5.134239671121698e-4
GO:1902600,proton transmembrane transport,3,1,3,5.368709291094089e-5,0.0012095617050121132,3.0807494367546155,1.7023704722278475e-6,2.2083416717868097e-4,3.0807494367546155,0.9090478992196381,2.823691146145888,3.3426765099560685,0.5189853638101805,2.923;3.343;2.824,1.1e-06;6.1e-08;1.1e-05,3.0e-05;2.4e-06;2.0e-03,5pct;10pct;25pct,78_Sst_HPF;78_Sst_HPF;78_Sst_HPF,0.5;0.4;0.1,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,5.27189650059895e-4
GO:0009132,nucleoside diphosphate metabolic process,4,2,2,1.6838426160794962e-4,0.0024618802502311475,2.431923126248656,9.551004327550156e-4,0.0040685225333907575,2.431923126248656,0.8562033278549498,2.1562470733300843,2.7811513449221636,0.6249042715920794,2.156;2.781;2.162;2.765,2.0e-03;1.0e-05;1.5e-03;2.1e-05,7.9e-03;1.2e-04;6.5e-03;2.3e-04,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,5.301945468065695e-4
GO:0009135,purine nucleoside diphosphate metabolic process,4,2,2,1.6838426160794962e-4,0.0024618802502311475,2.431923126248656,9.551004327550156e-4,0.0040685225333907575,2.431923126248656,0.8562033278549498,2.1562470733300843,2.7811513449221636,0.6249042715920794,2.156;2.781;2.162;2.765,2.0e-03;1.0e-05;1.5e-03;2.1e-05,7.9e-03;1.2e-04;6.5e-03;2.3e-04,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,5.301945468065695e-4
GO:0009179,purine ribonucleoside diphosphate metabolic process,4,2,2,1.6838426160794962e-4,0.0024618802502311475,2.431923126248656,9.551004327550156e-4,0.0040685225333907575,2.431923126248656,0.8562033278549498,2.1562470733300843,2.7811513449221636,0.6249042715920794,2.156;2.781;2.162;2.765,2.0e-03;1.0e-05;1.5e-03;2.1e-05,7.9e-03;1.2e-04;6.5e-03;2.3e-04,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,5.301945468065695e-4
GO:0009185,ribonucleoside diphosphate metabolic process,4,2,2,1.6838426160794962e-4,0.0024618802502311475,2.431923126248656,9.551004327550156e-4,0.0040685225333907575,2.431923126248656,0.8562033278549498,2.1562470733300843,2.7811513449221636,0.6249042715920794,2.156;2.781;2.162;2.765,2.0e-03;1.0e-05;1.5e-03;2.1e-05,7.9e-03;1.2e-04;6.5e-03;2.3e-04,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,5.301945468065695e-4
GO:0048667,cell morphogenesis involved in neuron differentiation,6,2,3,1.6822949995509001e-4,0.004728101812291645,2.542630534322793,1.554134664510152e-4,0.001872265471973691,2.542630534322793,0.9449382435090938,2.4125775886321734,2.7492963444599385,0.3367187558277651,2.459;2.749;2.457;2.413;2.652;2.432,2.7e-04;7.6e-06;1.1e-04;2.5e-04;3.0e-05;2.3e-04,1.7e-03;9.7e-05;7.6e-03;1.7e-03;3.1e-04;1.1e-02,5pct;10pct;25pct;5pct;10pct;25pct,356_CA3_do;356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.1;0.5;0.4;0.1,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,5.301945468065695e-4
mmu01230,Biosynthesis of amino acids,4,2,2,1.699884857302202e-4,0.0015706415208856525,3.1288441469212094,9.85766096176954e-7,5.7663443206455355e-5,3.1288441469212094,0.9546879387074856,2.9353227018826384,3.2187622562278086,0.2834395543451702,3.132;2.935;3.219;2.952,1.1e-07;2.7e-06;1.2e-07;6.2e-06,1.2e-06;2.7e-04;1.3e-06;3.0e-04,10pct;25pct;10pct;25pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.4;0.1;0.4;0.1,KEGG,CA3_do_combined,TRUE,v7_weighted_standalone,5.325149501956898e-4
GO:0043524,negative regulation of neuron apoptotic process,1,1,1,5.6472093954243586e-5,4.77210748147692e-4,2.672526997506538,5.6472093954243586e-5,4.7721074814769207e-4,2.672526997506538,1,2.672526997506538,2.672526997506538,0,2.673,5.6e-05,4.8e-04,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,5.369330837871731e-4
GO:0048699,generation of neurons,3,1,3,5.62264439034966e-5,0.0013212293767230442,3.095662379192552,3.02203360099937e-5,0.001238148770113864,3.095662379192552,0.8392852729522526,2.386025042114174,3.271325877343328,0.8853008352291538,3.097;3.271;2.386,3.6e-07;1.2e-07;3.0e-04,1.7e-05;4.2e-06;1.2e-02,5pct;10pct;25pct,78_Sst_HPF;78_Sst_HPF;78_Sst_HPF,0.5;0.4;0.1,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,5.369330837871731e-4
GO:0060341,regulation of cellular localization,2,1,2,5.967106980678125e-5,9.58517865514821e-4,2.986254390654506,4.639423025353405e-6,5.847575009501962e-5,2.986254390654506,0.9231987705779434,2.807142352572103,3.129544021120428,0.3224016685483253,3.13;2.807,2e-07;1e-05,1.2e-05;1.2e-04,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,5.388208542254128e-4
GO:1902600,proton transmembrane transport,3,1,3,5.940129788196626e-5,0.001245862129846671,3.0973727055449487,3.6723372878821554e-6,3.256783883405584e-4,3.0973727055449487,0.9012016164946036,2.786623567966057,3.366146646276466,0.5795230783104093,2.945;3.366;2.787,3.9e-06;1.5e-08;1.7e-05,7.5e-05;7.7e-07;2.9e-03,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,5.388208542254128e-4
