ID,Description,n_studies,n_cell_types,n_percentages,weighted_meta_pvalue,weighted_meta_padj,weighted_mean_NES,weighted_mean_pvalue,weighted_mean_padj,weighted_enhanced_score,effect_consistency,min_NES,max_NES,nes_range,individual_NES,individual_pvalue,individual_padj,individual_percentages,individual_cell_types,individual_weights,database,meta_group,weighted_analysis,analysis_version,weighted_meta_padj_corrected
GO:0048667,cell morphogenesis involved in neuron differentiation,3,1,3,0.003954625218282001,0.02445254490639688,2.5626321932152805,1.461097325036239e-4,0.0016912143655226299,2.5626321932152805,0.942656821503892,2.450410378850092,2.721241958064347,0.27083157921425505,2.45;2.721;2.489,2.6e-04;1.2e-05;1.2e-04,1.6e-03;1.4e-04;8.3e-03,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00774700806754093
mmu01230,Biosynthesis of amino acids,2,1,2,0.0039567363518514835,0.013289130206936712,3.144581495750321,7.635990867654492e-7,4.427395673726263e-5,3.144581495750321,0.9465024634190793,2.9584779675569663,3.191107377798659,0.2326294102416928,3.191;2.958,1.0e-07;3.4e-06,1.2e-06;2.2e-04,10pct;25pct,376_Astro;376_Astro,0.4;0.1,KEGG,376_Astro,TRUE,v7_weighted_standalone,0.00774700806754093
GO:1901700,response to oxygen-containing compound,2,1,2,0.0039717081281659275,0.01762837527238084,2.4497959086113723,1.9483243953624917e-4,0.0013010950369322211,2.4497959086113723,0.9744211905630451,2.4006620563925685,2.489102990386416,0.08844093399384745,2.489;2.401,1.8e-04;2.1e-04,1.2e-03;1.4e-03,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00775123683077544
GO:0004857,enzyme inhibitor activity,1,1,1,0.00402449097560416,0.04799777669538729,-2.137376395724527,0.00402449097560416,0.04799777669538729,2.137376395724527,1,-2.137376395724527,-2.137376395724527,0,-2.137,4e-03,4.8e-02,25pct,356_CA3_do,0.1,GO_MF,CA3_do_combined,TRUE,v7_weighted_standalone,0.00781973879437011
GO:0009743,response to carbohydrate,1,1,1,0.00402558017089554,0.01541978286913967,1.946107676524949,0.00402558017089554,0.01541978286913967,1.946107676524949,1,1.946107676524949,1.946107676524949,0,1.946,4e-03,1.5e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00783111255109904
GO:0051239,regulation of multicellular organismal process,1,1,1,0.00407797415855241,0.01556661170178455,1.9440706200923974,0.00407797415855241,0.01556661170178455,1.9440706200923974,1,1.9440706200923972,1.9440706200923972,0,1.944,4.1e-03,1.6e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.007907610147192974
GO:0000165,MAPK cascade,1,1,1,0.00412506681490313,0.01569226448143563,2.012726865840811,0.00412506681490313,0.01569226448143563,2.012726865840811,1,2.012726865840811,2.012726865840811,0,2.013,4.1e-03,1.6e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.007953119350857442
GO:0000987,cis-regulatory region sequence-specific DNA binding,1,1,1,0.00412773467135411,0.01170388067847812,-2.105970186789042,0.00412773467135411,0.01170388067847812,2.105970186789042,1,-2.105970186789042,-2.105970186789042,0,-2.106,4.1e-03,1.2e-02,5pct,376_Astro,0.5,GO_MF,376_Astro,TRUE,v7_weighted_standalone,0.007953119350857442
GO:0071900,regulation of protein serine/threonine kinase activity,1,1,1,0.00380414181539099,0.01589126411184085,2.0221623823743444,0.00380414181539099,0.01589126411184085,2.0221623823743444,1,2.0221623823743444,2.0221623823743444,0,2.022,3.8e-03,1.6e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.00805187613929047
GO:0043408,regulation of MAPK cascade,1,1,1,0.00421268528577905,0.01591618638688538,2.079214373045285,0.00421268528577905,0.01591618638688538,2.079214373045285,1,2.079214373045285,2.079214373045285,0,2.079,4.2e-03,1.6e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008091030469512143
GO:0050708,regulation of protein secretion,1,1,1,0.00426600935549819,0.01606283114468196,2.0827036416741023,0.00426600935549819,0.01606283114468196,2.0827036416741023,1,2.0827036416741023,2.0827036416741023,0,2.083,4.3e-03,1.6e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008167517911634193
GO:0030100,regulation of endocytosis,1,1,1,0.00432596757917815,0.01623337664457702,2.032895287105859,0.00432596757917815,0.01623337664457702,2.032895287105859,1,2.032895287105859,2.032895287105859,0,2.033,4.3e-03,1.6e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00817878245438369
GO:0048878,chemical homeostasis,2,1,2,0.004288512966325719,0.018746796117169694,2.43530119987745,2.5349809104199713e-4,0.0015807047485554065,2.43530119987745,0.9586353122137585,2.371778546201054,2.5147045169729454,0.1429259707718913,2.372;2.515,3.7e-04;1.1e-04,2.2e-03;8.0e-04,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00817878245438369
GO:0000323,lytic vacuole,1,1,1,0.00432077662155029,0.0100140352287695,1.9282865905005064,0.00432077662155029,0.0100140352287695,1.9282865905005064,1,1.9282865905005064,1.9282865905005064,0,1.928,4.3e-03,1e-02,10pct,376_Astro,0.4,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.00817878245438369
GO:0005764,lysosome,1,1,1,0.00432077662155029,0.0100140352287695,1.9282865905005064,0.00432077662155029,0.0100140352287695,1.9282865905005064,1,1.9282865905005064,1.9282865905005064,0,1.928,4.3e-03,1e-02,10pct,376_Astro,0.4,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.00817878245438369
GO:0030964,NADH dehydrogenase complex,1,1,1,0.00391077710480122,0.02283614487982141,2.0976804459272684,0.00391077710480122,0.02283614487982141,2.0976804459272684,1,2.0976804459272684,2.0976804459272684,0,2.098,3.9e-03,2.3e-02,25pct,78_Sst_HPF,0.1,GO_CC,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008219492932547125
GO:0045271,respiratory chain complex I,1,1,1,0.00391077710480122,0.02283614487982141,2.0976804459272684,0.00391077710480122,0.02283614487982141,2.0976804459272684,1,2.0976804459272684,2.0976804459272684,0,2.098,3.9e-03,2.3e-02,25pct,78_Sst_HPF,0.1,GO_CC,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008219492932547125
GO:0000987,cis-regulatory region sequence-specific DNA binding,1,1,1,0.0039451799163582,0.01160528358756094,-2.1341826819808505,0.0039451799163582,0.01160528358756094,2.1341826819808505,1,-2.1341826819808505,-2.1341826819808505,0,-2.134,3.9e-03,1.2e-02,5pct,78_Sst_HPF,0.5,GO_MF,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008256546505099575
GO:0019901,protein kinase binding,2,1,2,0.003955974702777259,0.014285838494661987,2.4867919132145118,2.038023729052374e-4,0.001022654506620962,2.4867919132145118,0.9620303273547078,2.427265968915019,2.5611993435888776,0.13393337467385846,2.427;2.561,2.6e-04;1.3e-04,1.2e-03;7.4e-04,5pct;10pct,78_Sst_HPF;78_Sst_HPF,0.5;0.4,GO_MF,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008256546505099575
GO:0090066,regulation of anatomical structure size,4,2,2,0.004310531592388541,0.02807853161322693,2.1693091810578022,0.0031755195705347058,0.011234070381154565,2.1693091810578022,0.9147346526937237,2.017743249447953,2.3954315835601805,0.3776883341122277,2.042;2.395;2.018;2.292,5.6e-03;4.3e-04;4.8e-03;8.9e-04,1.8e-02;2.5e-03;1.6e-02;4.7e-03,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,0.008349105355604304
GO:0010975,regulation of neuron projection development,3,1,3,0.004459224509213714,0.02684485381287064,2.5245060278861997,1.8679566675720323e-4,0.004807556147690772,2.5245060278861997,0.9277640073125029,2.267790635799431,2.616745220161072,0.34895458436164084,2.502;2.617;2.268,8.6e-05;3.8e-05;1.3e-03,7.1e-04;3.5e-04;4.3e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008378356608926388
GO:0048513,animal organ development,1,1,1,0.00444936162450035,0.01664001121054695,1.940686753659984,0.00444936162450035,0.01664001121054695,1.940686753659984,1,1.940686753659984,1.940686753659984,0,1.941,4.4e-03,1.7e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008378356608926388
GO:0000976,transcription cis-regulatory region binding,1,1,1,0.00403234429737287,0.01160528358756094,-2.1477745645994224,0.00403234429737287,0.01160528358756094,2.1477745645994224,1,-2.1477745645994224,-2.1477745645994224,0,-2.148,4e-03,1.2e-02,5pct,78_Sst_HPF,0.5,GO_MF,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008386716090716489
GO:0019364,pyridine nucleotide catabolic process,3,1,3,0.0044902283421592954,0.026033067358183257,2.4685475563973576,7.760211075855728e-4,0.004560963871507524,2.4685475563973576,0.8482378296970206,2.1425058969129176,2.888240970482423,0.7457350735695054,2.143;2.888;2.42,1.5e-03;1.6e-06;3.3e-04,6.3e-03;2.7e-05;1.4e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00841048961921478
GO:0045055,regulated exocytosis,1,1,1,0.0045432396253595,0.01693389314906723,1.9653466230225092,0.0045432396253595,0.01693389314906723,1.9653466230225092,1,1.9653466230225092,1.9653466230225092,0,1.965,4.5e-03,1.7e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008483518436242277
GO:0006813,potassium ion transport,1,1,1,0.00414039287331054,0.01706264316053732,2.030518139973751,0.00414039287331054,0.01706264316053732,2.030518139973751,1,2.030518139973751,2.030518139973751,0,2.031,4.1e-03,1.7e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008523781009573387
GO:0021700,developmental maturation,2,1,2,0.004155165366937277,0.018260629236364744,2.483538689229283,6.584774879648445e-4,0.0031209299556006526,2.483538689229283,0.8987985521115195,2.3242968915014064,2.6825909363891287,0.3582940448877223,2.324;2.683,1.2e-03;2.4e-05,5.4e-03;2.4e-04,5pct;10pct,78_Sst_HPF;78_Sst_HPF,0.5;0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008523781009573387
GO:0030100,regulation of endocytosis,1,1,1,0.00414620687460211,0.01706264316053732,2.0335218555290298,0.00414620687460211,0.01706264316053732,2.0335218555290298,1,2.0335218555290298,2.0335218555290298,0,2.034,4.1e-03,1.7e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008523781009573387
GO:0098796,membrane protein complex,3,1,3,0.00413354473322814,0.012978871749844046,2.5978984956722906,2.091065744732585e-4,0.0011417021138454642,2.5978984956722906,0.8495917787485332,2.110765829006875,2.8583990397638326,0.7476332107569577,2.487;2.858;2.111,1.9e-04;1.2e-05;1.1e-03,6.5e-04;5.5e-05;7.9e-03,5pct;10pct;25pct,78_Sst_HPF;78_Sst_HPF;78_Sst_HPF,0.5;0.4;0.1,GO_CC,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008523781009573387
GO:0045087,innate immune response,1,1,1,0.00459933973370406,0.01546015682764879,2.076745057940783,0.00459933973370406,0.01546015682764879,2.076745057940783,1,2.076745057940783,2.076745057940783,0,2.077,4.6e-03,1.5e-02,5pct,376_Astro,0.5,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008561847811972174
GO:0046434,organophosphate catabolic process,4,2,2,0.004465576254752189,0.028358092214034087,2.128450450189633,0.003780513385969816,0.012459995697716797,2.128450450189633,0.9149164121455344,1.981993970342724,2.3238010948465053,0.34180712450378126,1.982;2.324;1.995;2.283,5.8e-03;4.9e-04;7.0e-03;5.2e-04,1.8e-02;2.8e-03;2.2e-02;3.0e-03,5pct;10pct;5pct;10pct,356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.5;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,0.008622213271754227
GO:0072526,pyridine-containing compound catabolic process,3,1,3,0.0046861980108511255,0.026833461110206142,2.4639571304008236,7.991043341261263e-4,0.005257989698565604,2.4639571304008236,0.8453628294461653,2.1425058969129176,2.888240970482423,0.7457350735695054,2.143;2.888;2.374,1.5e-03;1.6e-06;5.6e-04,6.3e-03;2.7e-05;2.1e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.00869677851707034
GO:0002790,peptide secretion,2,1,2,0.004760184802172853,0.021683928413898518,2.4115495982634796,5.542436781178047e-4,0.002862297250812195,2.4115495982634796,0.9383970281367242,2.295393117344263,2.5044747829988525,0.20908166565458952,2.504;2.295,7.0e-05;1.2e-03,6.5e-04;5.6e-03,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008706754101603343
GO:0015833,peptide transport,2,1,2,0.004760184802172853,0.021683928413898518,2.4115495982634796,5.542436781178047e-4,0.002862297250812195,2.4115495982634796,0.9383970281367242,2.295393117344263,2.5044747829988525,0.20908166565458952,2.504;2.295,7.0e-05;1.2e-03,6.5e-04;5.6e-03,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008706754101603343
GO:0030072,peptide hormone secretion,2,1,2,0.004760184802172853,0.021683928413898518,2.4115495982634796,5.542436781178047e-4,0.002862297250812195,2.4115495982634796,0.9383970281367242,2.295393117344263,2.5044747829988525,0.20908166565458952,2.504;2.295,7.0e-05;1.2e-03,6.5e-04;5.6e-03,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008706754101603343
GO:0051261,protein depolymerization,1,1,1,0.00473406829839423,0.01755361219157605,1.9252723726754517,0.00473406829839423,0.01755361219157605,1.9252723726754517,1,1.9252723726754517,1.9252723726754517,0,1.925,4.7e-03,1.8e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008706754101603343
GO:0003676,nucleic acid binding,1,1,1,0.00476352992996811,0.01197391895677156,-1.950183726724679,0.00476352992996811,0.01197391895677156,1.950183726724679,1,-1.950183726724679,-1.950183726724679,0,-1.95,4.8e-03,1.2e-02,5pct,376_Astro,0.5,GO_MF,376_Astro,TRUE,v7_weighted_standalone,0.008706754101603343
GO:0016310,phosphorylation,1,1,1,0.0049728180287707,0.01816801834273652,1.940422402365189,0.0049728180287707,0.01816801834273652,1.940422402365189,1,1.940422402365189,1.940422402365189,0,1.94,5e-03,1.8e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0031099,regeneration,1,1,1,0.00494432422988715,0.01812373153140755,1.9902140111166366,0.00494432422988715,0.01812373153140755,1.9902140111166366,1,1.9902140111166364,1.9902140111166364,0,1.99,4.9e-03,1.8e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0046031,ADP metabolic process,3,1,3,0.004955400412297625,0.028064901641367896,2.4526714280054316,8.551696241321301e-4,0.006970993137767745,2.4526714280054316,0.8346612430942796,2.1425058969129176,2.8889850191379174,0.7464791222249998,2.143;2.889;2.258,1.5e-03;1.6e-06;1.1e-03,6.3e-03;2.7e-05;3.8e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0046032,ADP catabolic process,3,1,3,0.004932714923922907,0.02801173800971186,2.4585071087327828,8.48963554904926e-4,0.0068761293429188035,2.4585071087327828,0.8405515507741423,2.1425058969129176,2.8889850191379174,0.7464791222249998,2.143;2.889;2.317,1.5e-03;1.6e-06;1.1e-03,6.3e-03;2.7e-05;3.7e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0071900,regulation of protein serine/threonine kinase activity,1,1,1,0.00488705434753444,0.01797331947747717,1.9825753413746223,0.004887054347534439,0.01797331947747717,1.9825753413746223,1,1.9825753413746223,1.9825753413746223,0,1.983,4.9e-03,1.8e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0030554,adenyl nucleotide binding,2,1,2,0.004979757072964501,0.017217859408499885,2.3880690789740338,0.0018273414496191478,0.005556802681106231,2.3880690789740338,0.7833922857995512,2.0573129840050908,2.801514197685212,0.744201213680121,2.057;2.802,3.3e-03;1.1e-05,9.9e-03;9.5e-05,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_MF,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0030672,synaptic vesicle membrane,3,1,3,0.004912573141084562,0.014367980912791277,2.4889088630231897,6.754455745991305e-4,0.002955495649235108,2.4889088630231897,0.8112467676306705,2.031509015405,2.9006255232051665,0.8691165078001664,2.251;2.901;2.032,7.6e-04;2.8e-06;2.9e-03,2.0e-03;1.5e-05;1.9e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0048471,perinuclear region of cytoplasm,2,1,2,0.004943600155605454,0.011771041409246102,2.335694813595436,5.7287299307817e-4,0.0014637922846219371,2.335694813595436,0.8682884481198754,2.140310344029426,2.5799254005529484,0.4396150565235222,2.14;2.58,9.9e-04;4.7e-05,2.5e-03;1.8e-04,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0099501,exocytic vesicle membrane,3,1,3,0.004912573141084562,0.014367980912791277,2.4889088630231897,6.754455745991305e-4,0.002955495649235108,2.4889088630231897,0.8112467676306705,2.031509015405,2.9006255232051665,0.8691165078001664,2.251;2.901;2.032,7.6e-04;2.8e-06;2.9e-03,2.0e-03;1.5e-05;1.9e-02,5pct;10pct;25pct,376_Astro;376_Astro;376_Astro,0.5;0.4;0.1,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.008861038321010362
GO:0009145,purine nucleoside triphosphate biosynthetic process,6,2,3,0.004624080263478457,0.049325671592936576,2.320111112875473,0.0016260007827721204,0.006881421772230729,2.320111112875473,0.9143443261155834,2.1405771700806393,2.635572313597482,0.4949951435168427,2.187;2.449;2.636;2.141;2.431;2.604,1.9e-03;2.3e-04;5.3e-05;4.0e-03;4.9e-04;5.1e-05,7.9e-03;1.5e-03;5.5e-03;1.4e-02;2.9e-03;5.0e-03,5pct;10pct;25pct;5pct;10pct;25pct,356_CA3_do;356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.1;0.5;0.4;0.1,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,0.008872454005549289
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,6,2,3,0.004624080263478457,0.049325671592936576,2.320111112875473,0.0016260007827721204,0.006881421772230729,2.320111112875473,0.9143443261155834,2.1405771700806393,2.635572313597482,0.4949951435168427,2.187;2.449;2.636;2.141;2.431;2.604,1.9e-03;2.3e-04;5.3e-05;4.0e-03;4.9e-04;5.1e-05,7.9e-03;1.5e-03;5.5e-03;1.4e-02;2.9e-03;5.0e-03,5pct;10pct;25pct;5pct;10pct;25pct,356_CA3_do;356_CA3_do;356_CA3_do;358_CA3_do;358_CA3_do;358_CA3_do,0.5;0.4;0.1;0.5;0.4;0.1,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,0.008872454005549289
GO:0000323,lytic vacuole,1,1,1,0.00435524654756515,0.0103371514442209,1.929573761662214,0.00435524654756515,0.0103371514442209,1.929573761662214,1,1.929573761662214,1.929573761662214,0,1.93,4.4e-03,1e-02,10pct,78_Sst_HPF,0.4,GO_CC,78_Sst_HPF,TRUE,v7_weighted_standalone,0.00887344449656981
GO:0005764,lysosome,1,1,1,0.00435524654756515,0.0103371514442209,1.929573761662214,0.00435524654756515,0.0103371514442209,1.929573761662214,1,1.929573761662214,1.929573761662214,0,1.93,4.4e-03,1e-02,10pct,78_Sst_HPF,0.4,GO_CC,78_Sst_HPF,TRUE,v7_weighted_standalone,0.00887344449656981
GO:0050708,regulation of protein secretion,1,1,1,0.00439673499335429,0.01782851881920587,2.081954224438462,0.00439673499335429,0.01782851881920587,2.081954224438462,1,2.081954224438462,2.081954224438462,0,2.082,4.4e-03,1.8e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.008927607664471931
GO:0009132,nucleoside diphosphate metabolic process,2,1,2,0.00446313212867329,0.01865205554920562,2.437527354334811,0.0012745070779084577,0.0049037338783437774,2.437527354334811,0.8115362518855846,2.14444576828628,2.803879336895475,0.6594335686091948,2.144;2.804,2.3e-03;1.2e-05,8.7e-03;1.4e-04,5pct;10pct,78_Sst_HPF;78_Sst_HPF,0.5;0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009001401161869699
GO:0009185,ribonucleoside diphosphate metabolic process,2,1,2,0.00446313212867329,0.01865205554920562,2.437527354334811,0.0012745070779084577,0.0049037338783437774,2.437527354334811,0.8115362518855846,2.14444576828628,2.803879336895475,0.6594335686091948,2.144;2.804,2.3e-03;1.2e-05,8.7e-03;1.4e-04,5pct;10pct,78_Sst_HPF;78_Sst_HPF,0.5;0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009001401161869699
GO:0030964,NADH dehydrogenase complex,1,1,1,0.00509809584059066,0.02976923821202047,2.01369564459477,0.00509809584059066,0.02976923821202047,2.01369564459477,1,2.01369564459477,2.01369564459477,0,2.014,5.1e-03,3e-02,25pct,376_Astro,0.1,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.009018561355430846
GO:0045271,respiratory chain complex I,1,1,1,0.00509809584059066,0.02976923821202047,2.01369564459477,0.00509809584059066,0.02976923821202047,2.01369564459477,1,2.01369564459477,2.01369564459477,0,2.014,5.1e-03,3e-02,25pct,376_Astro,0.1,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.009018561355430846
GO:0051235,maintenance of location,1,1,1,0.00451269683796212,0.01808408216491301,2.0598177099581387,0.00451269683796212,0.01808408216491301,2.0598177099581387,1,2.0598177099581387,2.0598177099581387,0,2.06,4.5e-03,1.8e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009020493871489078
GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,1,1,1,0.00450273069971018,0.01180716050146226,-2.033291084789986,0.00450273069971018,0.01180716050146226,2.033291084789986,1,-2.033291084789986,-2.033291084789986,0,-2.033,4.5e-03,1.2e-02,5pct,78_Sst_HPF,0.5,GO_MF,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009020493871489078
mmu01230,Biosynthesis of amino acids,2,1,2,0.004517776563350123,0.013976233395034546,3.1058517220217428,5.686330549331127e-7,3.4088957987366636e-5,3.1058517220217428,0.9492928371796427,2.931425803036262,3.1494582017681125,0.21803239873185065,3.149;2.931,1.7e-07;2.2e-06,1.4e-06;1.6e-04,10pct;25pct,78_Sst_HPF;78_Sst_HPF,0.4;0.1,KEGG,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009020493871489078
GO:0070507,regulation of microtubule cytoskeleton organization,1,1,1,0.0045892893824906,0.01824072898548054,2.06091944457144,0.0045892893824906,0.01824072898548054,2.06091944457144,1,2.06091944457144,2.06091944457144,0,2.061,4.6e-03,1.8e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009088306542471962
GO:0099068,postsynapse assembly,1,1,1,0.00459725689877964,0.01824072898548054,2.107423664521945,0.00459725689877964,0.01824072898548054,2.107423664521945,1,2.107423664521945,2.107423664521945,0,2.107,4.6e-03,1.8e-02,10pct,78_Sst_HPF,0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009088306542471962
GO:0044295,axonal growth cone,1,1,1,0.00457184850730196,0.0262279730155744,1.9902124901470335,0.00457184850730196,0.0262279730155744,1.9902124901470335,1,1.9902124901470335,1.9902124901470335,0,1.99,4.6e-03,2.6e-02,25pct,78_Sst_HPF,0.1,GO_CC,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009088306542471962
GO:0050806,positive regulation of synaptic transmission,2,1,2,0.005183245101624756,0.02065725424459005,2.376345867013414,0.0021288639516153524,0.007322602616507931,2.376345867013414,0.7658675857999953,2.020085926335049,2.8216707928613713,0.8015848665263223,2.02;2.822,3.8e-03;1.0e-05,1.3e-02;1.2e-04,5pct;10pct,376_Astro;376_Astro,0.5;0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.009115881646752842
GO:0034703,cation channel complex,1,1,1,0.00517730146016841,0.01172331480061123,1.984889818941616,0.005177301460168409,0.011723314800611232,1.984889818941616,1,1.984889818941616,1.984889818941616,0,1.985,5.2e-03,1.2e-02,10pct,376_Astro,0.4,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.009115881646752842
GO:0051046,regulation of secretion,2,1,2,0.004632048314452183,0.01992465727559063,2.4902300888659137,4.380563103056647e-4,0.002353205362347313,2.4902300888659137,0.8801097106800951,2.3007924914833313,2.727027085594142,0.42623459411081077,2.301;2.727,7.4e-04;5.6e-05,3.9e-03;4.8e-04,5pct;10pct,78_Sst_HPF;78_Sst_HPF,0.5;0.4,GO_BP,78_Sst_HPF,TRUE,v7_weighted_standalone,0.009126963619594926
GO:0006836,neurotransmitter transport,2,2,1,0.004780336223502085,0.02043389320638487,2.569478884422357,8.763590915510324e-5,7.053268432521568e-4,2.569478884422357,0.9862687318145449,2.544530598959967,2.5944271698847468,0.04989657092477984,2.594;2.545,9.9e-05;7.6e-05,7.7e-04;6.4e-04,10pct;10pct,356_CA3_do;358_CA3_do,0.4;0.4,GO_BP,CA3_do_combined,TRUE,v7_weighted_standalone,0.009143696078599004
GO:0070507,regulation of microtubule cytoskeleton organization,1,1,1,0.0052771948513591,0.01915362196870337,2.0616612901581,0.0052771948513591,0.01915362196870337,2.0616612901581,1,2.0616612901581,2.0616612901581,0,2.062,5.3e-03,1.9e-02,10pct,376_Astro,0.4,GO_BP,376_Astro,TRUE,v7_weighted_standalone,0.009232104811643391
GO:0005743,mitochondrial inner membrane,1,1,1,0.00529510804899216,0.01060964855681073,1.9390504888998623,0.00529510804899216,0.01060964855681073,1.9390504888998623,1,1.9390504888998623,1.9390504888998623,0,1.939,5.3e-03,1.1e-02,5pct,376_Astro,0.5,GO_CC,376_Astro,TRUE,v7_weighted_standalone,0.009232104811643391
