"cell_type","ID","Description","n_methods","methods","databases","meta_pvalue","meta_fdr","consensus_score","mean_nes","nes_consistency","evidence_strength","association_p","expression_p","statistical_p","composite_p","association_nes","expression_nes","statistical_nes","composite_nes","meta_score","effect","confidence_tier","regulation_pattern"
"78_Sst_HPF","CHICAS_RB1_TARGETS_CONFLUENT","CHICAS_RB1_TARGETS_CONFLUENT",3,"association;statistical;composite","MSigDB Curated",4.12922176697456e-11,0.000213363964226309,0.649519052838329,-1.13802427528325,0.977156652738514,1.98177262269415,0.00164344605059987,NA,0.0324628825234661,0.0403167612302258,-1.16772289644954,NA,-1.12695674736849,-1.11939318203172,1.25779514132647,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","R-MMU-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",3,"association;expression;statistical","Reactome Pathways",5.18595926443318e-10,0.000200353574993494,0.649519052838329,-1.39801035193913,0.968517820130846,1.91306371064441,0.00770788480481716,0.0177037969779575,0.0146489820488168,NA,-1.44273137731129,-1.35474247887166,-1.39655719963445,NA,1.20345247526606,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0007218","neuropeptide signaling pathway",3,"association;expression;statistical","GO Biological Process",2.33493702549693e-12,0.00040171617928047,0.649519052838329,-1.32510376534666,0.972698454638643,1.82005956563008,0.00405534959909438,0.0361980509616527,0.0307248834158735,NA,-1.36547612921225,-1.29562462821261,-1.31421053861511,NA,1.14988847843847,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0030546","signaling receptor activator activity",3,"association;statistical;composite","GO Molecular Function",1.79654343449111e-08,0.000604133508833278,0.649519052838329,-1.16158544295965,0.980302481179212,1.78062882937074,0.00460415438031942,NA,0.0324620930871635,0.0488310907491288,-1.18668253738814,NA,-1.15618624938023,-1.14188754211059,1.13377113901418,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0008015","blood circulation",3,"association;expression;statistical","GO Biological Process",3.11302835867504e-12,0.000595828116218098,0.649519052838329,-1.14823263410166,0.982339643838808,1.74434501674241,0.00645555763790374,0.0361980509616527,0.0307248834158735,NA,-1.17139985546281,-1.13370523475131,-1.13959281209087,NA,1.11297639876648,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0003013","circulatory system process",3,"association;expression;statistical","GO Biological Process",1.56162631278361e-11,0.00103872817109487,0.649519052838329,-1.14186085341388,0.982539075048469,1.6468488248287,0.00861104187155571,0.0361980509616527,0.0445996789240602,NA,-1.16446019446922,-1.12675661307521,-1.1343657526972,NA,1.05098244131961,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","mmu04612","Antigen processing and presentation",3,"expression;statistical;composite","KEGG Pathways",1.73276763371633e-09,0.00117037604148593,0.649519052838329,-1.30965324760493,0.989656706332816,1.59887331887243,NA,0.0402941315254412,0.0154981393872979,0.0256768462829112,NA,-1.30935914229653,-1.32334404399628,-1.29625655652197,1.02775718682419,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","MOHANKUMAR_HOXA1_TARGETS_DN","MOHANKUMAR_HOXA1_TARGETS_DN",3,"association;statistical;composite","MSigDB Curated",6.18832047280445e-10,0.00144887960169853,0.649519052838329,-1.2251568348273,0.971926979682597,1.60844682765882,0.00969812732031684,NA,0.0431169630523238,0.0495430078172872,-1.26234397841739,NA,-1.21863704866249,-1.19448947740203,1.01538850240388,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0061134","peptidase regulator activity",3,"association;expression;statistical","GO Molecular Function",7.63197231024732e-08,0.0014803451137347,0.649519052838329,-1.2061381430658,0.985669218055751,1.57608760987868,0.0139600302893185,0.032737158775006,0.0465173569706044,NA,-1.22588533140154,-1.19375361835768,-1.19877547943819,NA,1.0090285253939,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0005261","monoatomic cation channel activity",3,"association;statistical;composite","GO Molecular Function",2.41337552565699e-07,0.00341308979103474,0.649519052838329,-1.14243298032493,0.985440288352174,1.42910622580401,0.0258081946839251,NA,0.0465173569706044,0.0488310907491288,-1.16024418663339,NA,-1.13975187152898,-1.12730288281242,0.914716935972131,"parity","Method-Specific","Downregulation"
"78_Sst_HPF","GO:0062023","collagen-containing extracellular matrix",2,"association;statistical","GO Cellular Component",1.89110429490711e-07,0.0022291520654991,0.353553390593274,-1.18253290405237,0.976714272006624,1.84846998703436,0.00599764382634243,NA,0.0397914003201672,NA,-1.20200391151924,NA,-1.16306189658551,NA,0.638314843580909,"parity","Method-Specific","Downregulation"
