"cell_type","ID","Description","n_methods","methods","databases","meta_pvalue","meta_fdr","consensus_score","mean_nes","nes_consistency","evidence_strength","association_p","expression_p","statistical_p","composite_p","association_nes","expression_nes","statistical_nes","composite_nes","meta_score","effect","confidence_tier","regulation_pattern"
"356_CA3_do","NABA_MATRISOME","NABA_MATRISOME",4,"association;expression;statistical;composite","MSigDB Curated",5.46437877798185e-21,5.84539754298953e-08,1,-1.27237622158943,0.986276338212658,2.75551266521716,0.00017343504067573,0.00354347528658252,0.00387454563804549,0.00874316486921557,-1.2957915026292,-1.26316444431058,-1.27478047462488,-1.25576846479306,2.71769694134898,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0005838","proteasome regulatory particle",2,"association;composite","GO Cellular Component",4.80094972834411e-18,8.1015605006323e-13,0.353553390593274,3.03201226638768,0.975543057938409,6.84461217855339,9.52067605811044e-08,NA,NA,2.63310313934846e-07,3.08444690197524,NA,NA,2.97957763080012,2.36075161231797,"parity","Method-Specific","Upregulation"
"356_CA3_do","REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION","REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION",4,"association;expression;statistical;composite","MSigDB Curated",5.19134203204833e-19,5.6663318165853e-07,1,2.5100054580231,0.968351150418165,2.42230966028432,0.00189709560147496,0.00354347528658252,0.00472378318411153,0.00874316486921557,2.54148348385438,2.46009145569198,2.43181818181818,2.60662871072784,2.34564634620536,"parity","Method-Specific","Upregulation"
"356_CA3_do","GO:0009897","external side of plasma membrane",4,"association;expression;statistical;composite","GO Cellular Component",2.95161586194692e-15,4.08774961854928e-06,1,-1.32216582359875,0.981096585804107,2.19724559540751,0.000743407216833501,0.0226224307468593,0.0161293019790935,0.0100980685191033,-1.35527863996417,-1.31384622233724,-1.32392891348395,-1.29560951860962,2.15571015182742,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0038023","signaling receptor activity",4,"association;expression;statistical;composite","GO Molecular Function",7.52451888212978e-15,4.6868894758021e-06,1,-1.21732238588599,0.980372645875697,2.19818470724284,0.000646799650491026,0.0211888032642216,0.0114918736648146,0.0204079889048606,-1.25252263827049,-1.20807312817028,-1.20940996108479,-1.19928381601841,2.15504015756316,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0060089","molecular transducer activity",4,"association;expression;statistical;composite","GO Molecular Function",7.52451888212978e-15,4.6868894758021e-06,1,-1.21732238588599,0.980372645875697,2.19818470724284,0.000646799650491026,0.0211888032642216,0.0114918736648146,0.0204079889048606,-1.25252263827049,-1.20807312817028,-1.20940996108479,-1.19928381601841,2.15504015756316,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0030546","signaling receptor activator activity",4,"association;expression;statistical;composite","GO Molecular Function",1.00296477537703e-13,6.41681297808071e-06,1,-1.30178550997882,0.97616939825143,2.15154409294847,0.000879609230406905,0.0216523805648547,0.0119489591168984,0.0204079889048606,-1.3463547898739,-1.2867402895958,-1.29794468165488,-1.2761022787907,2.10027150252493,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0004930","G protein-coupled receptor activity",4,"association;expression;statistical;composite","GO Molecular Function",2.31459550036746e-13,6.76487498803575e-06,1,-1.32164121622049,0.971520153699356,2.14481219200028,0.000879609230406905,0.0216523805648547,0.012713281958533,0.0204079889048606,-1.37566949873108,-1.30615017147006,-1.31557788853301,-1.28916730614782,2.08372827042836,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0030545","signaling receptor regulator activity",4,"association;expression;statistical;composite","GO Molecular Function",2.38778949612297e-13,1.01614256247822e-05,1,-1.29855297488293,0.978483619112186,2.0928388405976,0.000879609230406905,0.0216523805648547,0.0205187587184575,0.0204079889048606,-1.33916450316669,-1.28610152663903,-1.29287327567445,-1.27607259405155,2.04780852296649,"parity","Method-Specific","Downregulation"
"356_CA3_do","GO:0042287","MHC protein binding",4,"association;expression;statistical;composite","GO Molecular Function",5.7580666599298e-14,1.46390766304251e-05,1,-1.6267477436956,0.971471316620449,2.02443153025622,0.00237591558485127,0.0211888032642216,0.0119489591168984,0.0204079889048606,-1.68208414795501,-1.62857349164991,-1.62784981925416,-1.56848351592333,1.96667716410596,"parity","Method-Specific","Downregulation"
