"dataset","original_name","unified_name","cluster_id","cell_class","hippocampal_field","interneuron_subtype","spatial_location"
"yao_hippo_10x","327_ProS","Cluster_28_Subi",28,"Subiculum","SUB",NA,NA
"yao_hippo_10x","355_CA3-ve","Cluster_25_Subi",25,"Pyramidal","CA3",NA,"ventral"
"yao_hippo_10x","345_CA1","Cluster_25_Subi",25,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","328_ProS","Cluster_28_Subi",28,"Subiculum","SUB",NA,NA
"yao_hippo_10x","333_CA1-ProS","Cluster_28_Subi",28,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","330_CA1-ProS","Cluster_28_Subi",28,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","322_ProS","Cluster_28_Subi",28,"Subiculum","SUB",NA,NA
"yao_hippo_10x","340_CA1","Cluster_25_Subi",25,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","342_CA1","Cluster_25_Subi",25,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","337_CA1","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","344_CA1","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","338_CA1","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","273_NP SUB","Subiculum",31,"Subiculum","SUB",NA,NA
"yao_hippo_10x","271_NP SUB","Subiculum",31,"Subiculum","SUB",NA,NA
"yao_hippo_10x","274_NP SUB","Subiculum",31,"Subiculum","SUB",NA,NA
"yao_hippo_10x","296_CT SUB","Subiculum",30,"Subiculum","SUB",NA,NA
"yao_hippo_10x","295_CT SUB","Subiculum",30,"Subiculum","SUB",NA,NA
"yao_hippo_10x","360_CA2-IG-FC","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA2",NA,NA
"yao_hippo_10x","359_CA2-IG-FC","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA2",NA,NA
"yao_hippo_10x","350_Mossy","Cluster_25_Subi",25,"Pyramidal",NA,NA,NA
"yao_hippo_10x","349_Mossy","Cluster_25_Subi",25,"Pyramidal",NA,NA,NA
"yao_hippo_10x","356_CA3-do","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA3",NA,"dorsal"
"yao_hippo_10x","354_CA3-ve","Cluster_25_Subi",25,"Pyramidal","CA3",NA,"ventral"
"yao_hippo_10x","358_CA3-do","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA3",NA,"dorsal"
"yao_hippo_10x","351_CA3-ve","Cluster_25_Subi",25,"Pyramidal","CA3",NA,"ventral"
"yao_hippo_10x","352_CA3-ve","Cluster_25_Subi",25,"Pyramidal","CA3",NA,"ventral"
"yao_hippo_10x","357_CA3-do","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA3",NA,"dorsal"
"yao_hippo_10x","343_CA1","Cluster_25_Subi",25,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","353_CA3-ve","CA3_ventral",32,"Pyramidal","CA3",NA,"ventral"
"yao_hippo_10x","335_CA1-ve","Cluster_25_Subi",25,"Pyramidal","CA1",NA,"ventral"
"yao_hippo_10x","336_CA1-ve","Cluster_25_Subi",25,"Pyramidal","CA1",NA,"ventral"
"yao_hippo_10x","339_CA1","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","346_CA1-do","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,"dorsal"
"yao_hippo_10x","348_CA1-do","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,"dorsal"
"yao_hippo_10x","341_CA1","Cluster_25_Subi",25,"Pyramidal","CA1",NA,NA
"yao_hippo_10x","347_CA1-do","DG/CA1/CA2/CA3_dorsal",14,"Pyramidal","CA1",NA,"dorsal"
"yao_hippo_10x","297_CT SUB","Subiculum",30,"Subiculum","SUB",NA,NA
