"gene_id","external_gene_name","gene_index","age_pval","age_fdr","age_significant","age_fstat","parity_pval","parity_fdr","parity_significant","parity_fstat","region_pval","region_fdr","region_significant","region_fstat","age_parity_pval","age_parity_fdr","age_parity_significant","age_parity_fstat","age_region_pval","age_region_fdr","age_region_significant","age_region_fstat","parity_region_pval","parity_region_fdr","parity_region_significant","parity_region_fstat","age_parity_region_pval","age_parity_region_fdr","age_parity_region_significant","age_parity_region_fstat","model_rsquared","residual_se"
"ENSRNOG00000048145","Sstr1",11146,0.874948598108335,0.900786102979676,FALSE,0.0250330118373424,0.341845831613572,0.670302746118669,FALSE,1.09776102231646,5.94091123657795e-38,7.43564450370097e-34,TRUE,1512.97477479012,0.465646019258847,0.785429137841101,FALSE,0.776630612025393,0.292805189651349,0.497050014061615,FALSE,1.13137003196385,0.811105551318336,0.998542082781861,FALSE,0.210272877790057,0.15827050654238,0.999622044844042,FALSE,1.91609572242641,0.969429335461979,1.31731906469075
"ENSRNOG00000010308","Nr2f2",3932,0.0369367926205038,0.0559212406481463,FALSE,4.60638461518058,0.181140289299304,0.543420867897912,FALSE,1.77076323853761,2.01373428666756e-34,1.26019491659656e-30,TRUE,1064.80194199487,0.562994309382599,0.825302972151863,FALSE,0.581416655459738,0.643861398691122,0.787431040259731,FALSE,0.216450999264089,0.800014780316227,0.998542082781861,FALSE,0.224165481087573,0.976439498227919,0.999622044844042,FALSE,0.0238543352927467,0.957250691397068,2.01830832646281
"ENSRNOG00000004537","Rxrg",1758,0.911164745236564,0.929584117328076,FALSE,0.0125797340898688,0.997561464047543,0.998998182430713,FALSE,0.0024416382151783,4.15298306699837e-32,1.73262453555172e-28,TRUE,843.423115772012,0.8340824566261,0.940255532757256,FALSE,0.182110458545756,0.640501196379208,0.785434339198714,FALSE,0.220876479688579,0.608740498003618,0.995845833788686,FALSE,0.501531625428303,0.798078037131939,0.999622044844042,FALSE,0.226612062986575,0.946277594895195,1.1539415775104
"ENSRNOG00000017766","Car12",6857,1.83482147415465e-07,8.05776335807707e-07,TRUE,37.0729739733421,0.959635453371236,0.983600418297517,FALSE,0.041237189384968,1.88912139044844e-31,5.91106083071318e-28,TRUE,788.957799333682,0.466310263120317,0.785429137841101,FALSE,0.775159044532978,0.00164324448819324,0.0189378182987547,TRUE,11.1334485487585,0.291004045006799,0.995845833788686,FALSE,1.26671503592024,0.74139636713166,0.999622044844042,FALSE,0.301092925504597,0.946063332921385,6.79744170632652
"ENSRNOG00000005492","Hpcal1",2127,0.323846101600965,0.387648986958462,FALSE,0.993669117570659,0.00326408084677292,0.188813735615983,FALSE,6.46523533350708,6.48944393253742e-31,1.53503640608308e-27,TRUE,747.060608669009,0.0849161397703504,0.546283048055436,FALSE,2.59724465966183,0.108719406688398,0.27192887572182,FALSE,2.67123264496872,0.420988959808826,0.995845833788686,FALSE,0.880931119102503,0.288537552337061,0.999622044844042,FALSE,1.27567780878285,0.941546368056153,2.93772085728889
"ENSRNOG00000021478","Tpd52l1",8438,0.870547697672963,0.896919244655482,FALSE,0.0268424344902002,0.642057747884012,0.841687116202259,FALSE,0.447192257632027,7.3587555421049e-31,1.53503640608308e-27,TRUE,742.912222397338,0.542206078927296,0.816918908538606,FALSE,0.619981699739056,0.0950550371481933,0.250676115665147,FALSE,2.8998638170204,0.695270547284446,0.995845833788686,FALSE,0.366220239660191,0.617749986396998,0.999622044844042,FALSE,0.486537441810108,0.939825402798949,2.38877867843385
"ENSRNOG00000002024","Epha5",789,0.000192270331810295,0.000458896924663931,TRUE,16.3186664436004,0.563753192133052,0.803701221294375,FALSE,0.580037028673741,2.47368586015495e-30,4.42295031795704e-27,TRUE,704.000498371664,0.561199643592468,0.824709535099616,FALSE,0.584687028234706,0.0471515861124465,0.163930347717606,FALSE,4.15067614536746,0.902923742824624,0.998542082781861,FALSE,0.10233473457219,0.023051089520387,0.999622044844042,FALSE,4.08228425059329,0.938710509497715,8.88958750300978
"ENSRNOG00000018282","Gda",7089,1.07361970469715e-11,1.19231803229721e-10,TRUE,78.8154641697467,0.83765911461137,0.931500250880133,FALSE,0.177799407418524,3.41894057671633e-30,4.99434623912825e-27,TRUE,693.942099831894,0.496295798067547,0.798389019517457,FALSE,0.710908738573202,0.000590884898070834,0.010341132295575,TRUE,13.5376045026492,0.232762355363981,0.995845833788686,FALSE,1.50291817060406,0.833097028137161,0.999622044844042,FALSE,0.183301608551563,0.94281936445224,6.37874827355991
"ENSRNOG00000010146","Ndn",3860,5.23316644923521e-17,2.6843570196159e-15,TRUE,162.213104147485,0.525140714075757,0.784804258568931,FALSE,0.652809584401255,3.59133238671734e-30,4.99434623912825e-27,TRUE,692.42500001928,0.0823178494610424,0.543639487072001,FALSE,2.63170619932731,0.704738726927732,0.828450258873626,FALSE,0.145311639771388,0.252929499972743,0.995845833788686,FALSE,1.41477464629853,0.910470476543352,0.999622044844042,FALSE,0.0939773214947695,0.947389762309573,9.715359753264
"ENSRNOG00000003442","Adora1",1310,0.000303494645850383,0.000699675628562055,TRUE,15.1699830578739,0.0561331672887737,0.386370940831445,FALSE,3.05995648576469,5.05404960152074e-30,6.32564848126335e-27,TRUE,681.973365585092,0.15539841971074,0.604619076669603,FALSE,1.93587872655488,0.219052874429226,0.414900995211288,FALSE,1.55086579640898,0.0158676603964952,0.995845833788686,FALSE,4.52264988490989,0.824938135324973,0.999622044844042,FALSE,0.19322052864257,0.937346435598974,8.75129975879341
