"pathway_id"
"GO:0016324"
"GO:0043069"
"GO:0050920"
"GO:0043066"
"GO:0046883"
"GO:0042802"
"GO:0050890"
"GO:0006874"
"GO:0032838"
"GO:0001558"
"GO:0031346"
"GO:0065009"
"GO:0030234"
"GO:0007017"
"GO:0044087"
"GO:0009152"
"GO:0009165"
"GO:0043254"
"GO:0045121"
"GO:0098857"
"GO:0031256"
"GO:0005740"
"GO:0031966"
"GO:0010720"
"GO:0048167"
