"gene","mean_decrease_accuracy","mean_decrease_gini"
"ENSRNOG00000047052",1.6073094795793,0.0118003663003663
"ENSRNOG00000007029",1.60456876764435,0.0129490661086569
"ENSRNOG00000055246",1.60131068613432,0.0270733414859954
"ENSRNOG00000037850",1.59690596837702,0.0539719541751688
"ENSRNOG00000002061",1.59527529118779,0.0334656392178131
"ENSRNOG00000011912",1.58545915345426,0.019582744661898
"ENSRNOG00000003464",1.58482820414079,0.0342319305033591
"ENSRNOG00000017075",1.58418980568461,0.0355666155199644
"ENSRNOG00000060572",1.57965392271171,0.0139986057486057
"ENSRNOG00000032136",1.57597161508668,0.0323531289081289
"ENSRNOG00000010477",1.56792223591184,0.0246875299579647
"ENSRNOG00000013884",1.56710003603245,0.0208742914979757
"ENSRNOG00000001120",1.56423580716957,0.0422339849731154
"ENSRNOG00000017619",1.55818285733327,0.0267941474344342
"ENSRNOG00000011891",1.55810674298823,0.025719492635764
"ENSRNOG00000003147",1.54349321444432,0.0221994099378882
"ENSRNOG00000030478",1.5409865798436,0.0363242557150452
"ENSRNOG00000008595",1.54064396779691,0.0272229262848566
"ENSRNOG00000008598",1.51661437407502,0.0325817194633175
"ENSRNOG00000024651",1.48850062014163,0.037342606720035
"ENSRNOG00000052142",1.48659948698764,0.0259203647435986
"ENSRNOG00000030149",1.48001223953672,0.0548961477913812
"ENSRNOG00000001825",1.45824890809196,0.0543742121950656
"ENSRNOG00000017132",1.41622129738635,0.0400849474722067
"ENSRNOG00000000925",1.41562990079754,0.00338235294117647
"ENSRNOG00000027770",1.41562990079754,0.0153809090909091
"ENSRNOG00000004784",1.41562990079754,0.0128961038961039
"ENSRNOG00000007988",1.41562990079754,0.0338123578382402
"ENSRNOG00000013948",1.41562990079754,0.020029866614771
"ENSRNOG00000015791",1.41562990079754,0.00844909090909091
"ENSRNOG00000015896",1.41562990079754,0.0122873015873016
"ENSRNOG00000016999",1.41562990079754,0.00646578947368421
"ENSRNOG00000029572",1.41562990079754,0.00233333333333333
"ENSRNOG00000009208",1.41537748223949,0.021251960547952
"ENSRNOG00000010475",1.41533460237718,0.00528782608695652
"ENSRNOG00000046515",1.41533460237718,0.0158385964912281
"ENSRNOG00000003908",1.41530894460614,0.0169066483803553
"ENSRNOG00000004333",1.41530894460614,0.00426666666666667
"ENSRNOG00000008471",1.41530894460614,0.0214977978543196
"ENSRNOG00000016486",1.41530894460614,0.00627450980392157
"ENSRNOG00000017890",1.41530894460614,0.0173887365472505
"ENSRNOG00000043387",1.41530894460614,0.00377142857142857
"ENSRNOG00000007272",1.41527979199741,0.00574313725490196
"ENSRNOG00000018517",1.41527979199741,0.0138799267399267
"ENSRNOG00000050424",1.41527979199741,0.00686117647058824
"ENSRNOG00000005096",1.41524647987366,0.0188710294117647
"ENSRNOG00000031536",1.41524647987366,0.0253238822078323
"ENSRNOG00000060853",1.41524647987366,0.0259852149761827
"ENSRNOG00000061474",1.41524647987366,0.0106095693779904
"ENSRNOG00000021272",1.415208177712,0.00357777777777778
"ENSRNOG00000014886",1.41516383690009,0.00552380952380952
"ENSRNOG00000027489",1.41516383690009,0.00917647058823529
"ENSRNOG00000026328",1.41440019693481,0.0111421630094044
"ENSRNOG00000028930",1.41440019693481,0.0184916170692807
"ENSRNOG00000020357",1.41429109652447,0.0194166666666667
"ENSRNOG00000002294",1.41416681382963,0.0148759670916422
"ENSRNOG00000016957",1.41416681382963,0.016143984962406
"ENSRNOG00000032208",1.41416681382963,0.0100196952805648
"ENSRNOG00000058733",1.41416681382963,0.00606582633053221
"ENSRNOG00000007882",1.41402439715896,0.00725163398692811
"ENSRNOG00000011338",1.41402439715896,0.0129284061216872
"ENSRNOG00000028064",1.41402439715896,0.0136488076311606
"ENSRNOG00000004918",1.4138601415098,0.00733333333333333
"ENSRNOG00000006060",1.4138601415098,0.014076383265857
"ENSRNOG00000025691",1.4138601415098,0.00994053643724696
"ENSRNOG00000008597",1.41366934568814,0.00381385281385281
"ENSRNOG00000024410",1.41366934568814,0.0276526361109953
"ENSRNOG00000008892",1.41274912977113,0.00775555555555555
"ENSRNOG00000027697",1.41274912977113,0.0138616161616162
"ENSRNOG00000032490",1.41274912977113,0.00517857142857143
"ENSRNOG00000015059",1.41248824157478,0.00922394424797171
"ENSRNOG00000011975",1.41248824157478,0.00562337662337662
"ENSRNOG00000012683",1.41248824157478,0.00867619047619048
"ENSRNOG00000018928",1.41248824157478,0.0129250793650794
"ENSRNOG00000019913",1.41248824157478,0.0251965034965035
"ENSRNOG00000058677",1.41248824157478,0.00555555555555556
"ENSRNOG00000007440",1.41219028680881,0.00859801678108314
"ENSRNOG00000017201",1.41219028680881,0.0140619047619048
"ENSRNOG00000013442",1.41145182312849,0.0112624167370297
"ENSRNOG00000047374",1.41145182312849,0.00914772727272727
"ENSRNOG00000056889",1.41111252222434,0.0211631578947368
"ENSRNOG00000057352",1.41111252222434,0.00664908424908425
"ENSRNOG00000004425",1.41099020960115,0.00982247797669792
"ENSRNOG00000014399",1.41099020960115,0.0109114331723027
"ENSRNOG00000014634",1.41099020960115,0.0139935214211076
"ENSRNOG00000012775",1.4102973600226,0.0188615384615385
"ENSRNOG00000050806",1.4102973600226,0.0155402116402116
"ENSRNOG00000010875",1.40980462219091,0.0150126777737325
"ENSRNOG00000020299",1.40980462219091,0.0255774696419029
"ENSRNOG00000037514",1.40980462219091,0.0273788220551378
"ENSRNOG00000053239",1.40980462219091,0.0187384069147227
"ENSRNOG00000033639",1.40859042454753,0.00970797101449275
"ENSRNOG00000002305",1.40830241689622,0.00379949874686717
"ENSRNOG00000009819",1.40830241689622,0.0216174940898345
"ENSRNOG00000013413",1.40830241689622,0.0190827664399093
"ENSRNOG00000015750",1.40767089422999,0.00682393509127789
"ENSRNOG00000000283",1.40695434046086,0.00540201465201465
"ENSRNOG00000009512",1.40695434046086,0.0156895107962213
"ENSRNOG00000014183",1.4065479870048,0.0422562484368889
"ENSRNOG00000001115",1.40633541365182,0.0116343403964457
"ENSRNOG00000019725",1.40633541365182,0.0211061182367684
"ENSRNOG00000060438",1.40613683227515,0.0145366459627329
"ENSRNOG00000005916",1.40575082056903,0.0163547619047619
"ENSRNOG00000015095",1.40575082056903,0.0275648701200001
"ENSRNOG00000055525",1.40552614826517,0.0152547008547009
"ENSRNOG00000014604",1.40519855204196,0.0256275178193711
"ENSRNOG00000056184",1.40467657862633,0.0258894650587508
"ENSRNOG00000021437",1.4034179400107,0.0106404554865424
"ENSRNOG00000001490",1.40285330698576,0.0117949946449946
"ENSRNOG00000001828",1.40285330698576,0.0163308333333333
"ENSRNOG00000007681",1.40285330698576,0.0106771241830065
"ENSRNOG00000012349",1.40262315571985,0.00738492063492063
"ENSRNOG00000003797",1.40015518559976,0.0091814479638009
"ENSRNOG00000011720",1.39993700425218,0.00658021091811414
"ENSRNOG00000016189",1.39993700425218,0.0120042857142857
"ENSRNOG00000004068",1.39788889544808,0.00983730158730159
"ENSRNOG00000018396",1.39658056878713,0.0174914881901724
"ENSRNOG00000020438",1.39404686585532,0.0160088888888889
"ENSRNOG00000015691",1.39378329376846,0.0223509495406554
"ENSRNOG00000019219",1.39275100660144,0.0232628787878788
"ENSRNOG00000019559",1.39191716435352,0.0195395445134576
"ENSRNOG00000003011",1.39057906514231,0.00876190476190476
"ENSRNOG00000009888",1.38867555482662,0.0569273656746114
"ENSRNOG00000007036",1.38808583077671,0.0179685472422315
"ENSRNOG00000045535",1.38808583077671,0.0163965497737557
"ENSRNOG00000012439",1.38475773438187,0.0205361111111111
"ENSRNOG00000004640",1.38456245045378,0.0354791643639012
"ENSRNOG00000010793",1.37792602184341,0.0170384501297738
"ENSRNOG00000008345",1.37768386161406,0.0219786453846529
"ENSRNOG00000005302",1.37759620173433,0.00680812324929972
"ENSRNOG00000017777",1.37506379446644,0.00333333333333333
"ENSRNOG00000007221",1.37206642652183,0.00740384615384615
"ENSRNOG00000019604",1.37138167815464,0.0202905930834993
"ENSRNOG00000015525",1.3709423585274,0.00563888888888889
"ENSRNOG00000018745",1.37023888231219,0.00862069802567699
"ENSRNOG00000019179",1.36665191577403,0.0176419913419913
"ENSRNOG00000033824",1.36665191577403,0.00453333333333333
"ENSRNOG00000030715",1.36622999144185,0.0291207070707071
"ENSRNOG00000006877",1.36565378110622,0.0108541704672139
"ENSRNOG00000007490",1.36565378110622,0.0300861833238086
"ENSRNOG00000013816",1.36565378110622,0.0072843137254902
"ENSRNOG00000020753",1.36565378110622,0.0186635300372142
"ENSRNOG00000017225",1.36202644330332,0.0279854373696479
"ENSRNOG00000018067",1.35938895379591,0.00858333333333333
"ENSRNOG00000024492",1.35938895379591,0.0174079289131921
"ENSRNOG00000016177",1.35866317998233,0.00681649385097661
"ENSRNOG00000019208",1.35866317998233,0.0202936080404774
"ENSRNOG00000005227",1.35799815659159,0.0148348334969418
"ENSRNOG00000013039",1.35799815659159,0.0201701275917065
"ENSRNOG00000001092",1.35738659591598,0.0234879093275328
"ENSRNOG00000050706",1.3541811244486,0.0194540404040404
"ENSRNOG00000020952",1.35266139511718,0.0425811482720178
"ENSRNOG00000020464",1.3518983488332,0.0102282790309106
"ENSRNOG00000025121",1.35146430864253,0.00861674718196457
"ENSRNOG00000004414",1.35106995914767,0.0149491824800096
"ENSRNOG00000047118",1.35038039924178,0.0112608058608059
"ENSRNOG00000009660",1.34983997783352,0.0292038670041604
"ENSRNOG00000005365",1.34284989575028,0.0153036754643206
"ENSRNOG00000008659",1.34284989575028,0.0170176470588235
"ENSRNOG00000013429",1.34284989575028,0.0217714706749189
"ENSRNOG00000014287",1.34284989575028,0.00858370005280761
"ENSRNOG00000014305",1.34284989575028,0.0197164639459441
"ENSRNOG00000016135",1.34284989575028,0.011547305764411
"ENSRNOG00000017149",1.34284989575028,0.0224975986392055
"ENSRNOG00000024127",1.34284989575028,0.019384472959473
"ENSRNOG00000051624",1.34284989575028,0.015926020111602
"ENSRNOG00000000895",1.34284989575028,0.00916039646627882
"ENSRNOG00000034126",1.34284989575028,0.0340320180878533
"ENSRNOG00000020354",1.33573687340495,0.0166210030165912
"ENSRNOG00000016689",1.33513774884782,0.0229460437710438
"ENSRNOG00000028335",1.33512458891119,0.0168755244755245
"ENSRNOG00000013376",1.33439706385215,0.0104757020757021
"ENSRNOG00000000763",1.33351841873307,0.0105814285714286
"ENSRNOG00000003201",1.32981100573806,0.0318180310067267
"ENSRNOG00000004598",1.32876196077593,0.00605357142857143
"ENSRNOG00000060449",1.32688606871841,0.0153547857939162
"ENSRNOG00000019983",1.32639948944924,0.0239199448694751
"ENSRNOG00000024808",1.32614493688589,0.0102326037391701
"ENSRNOG00000059500",1.32614493688589,0.0108805704099822
"ENSRNOG00000037480",1.32533186633903,0.00537142857142857
"ENSRNOG00000002914",1.32443588333291,0.00536666666666667
"ENSRNOG00000005033",1.32443588333291,0.0213849896233797
"ENSRNOG00000015051",1.32443588333291,0.0155017145135566
"ENSRNOG00000029141",1.3234436700954,0.010545098379881
"ENSRNOG00000016242",1.31859452578844,0.00874323062558357
"ENSRNOG00000010353",1.31811975574284,0.0132578058012841
"ENSRNOG00000019017",1.31811975574284,0.0101363354037267
"ENSRNOG00000023589",1.31811975574284,0.0318832193903805
"ENSRNOG00000052730",1.31811975574284,0.0199348252138736
"ENSRNOG00000000441",1.31693668064349,0.0159858674463938
"ENSRNOG00000021218",1.31693668064349,0.00471428571428571
"ENSRNOG00000019551",1.31563550848643,0.010741647597254
"ENSRNOG00000020336",1.31437137697961,0.0554786509597251
"ENSRNOG00000017251",1.31081707611139,0.0134111111111111
"ENSRNOG00000023299",1.31033805937361,0.0204305764411028
"ENSRNOG00000046023",1.31033805937361,0.00440476190476191
"ENSRNOG00000004736",1.30529034871374,0.0229931706688205
"ENSRNOG00000011054",1.30449777383715,0.0075463768115942
"ENSRNOG00000012106",1.30280911775207,0.0336612427976055
"ENSRNOG00000017311",1.30136155224556,0.0613687068596568
"ENSRNOG00000033261",1.29553679056079,0.0348603370539605
"ENSRNOG00000039698",1.29408092842112,0.0229215324426531
"ENSRNOG00000028832",1.29276102800706,0.0103680938944097
"ENSRNOG00000026036",1.29107603054162,0.0146088578088578
"ENSRNOG00000009653",1.28945053271553,0.0144216300940439
"ENSRNOG00000008024",1.28510834347776,0.011039751552795
"ENSRNOG00000018980",1.2833528275692,0.00654621578099839
"ENSRNOG00000020204",1.2833528275692,0.00628571428571429
"ENSRNOG00000029115",1.2762567378255,0.0154305860805861
"ENSRNOG00000009954",1.27572453343483,0.0177186507936508
"ENSRNOG00000016088",1.27572453343483,0.0133135064935065
"ENSRNOG00000025067",1.27524445020207,0.0178763157894737
"ENSRNOG00000057815",1.27441276074282,0.0153921568627451
"ENSRNOG00000015225",1.27371730904653,0.0216871473454379
"ENSRNOG00000026527",1.27316063582329,0.0434927662825063
"ENSRNOG00000012840",1.26592420885458,0.00614038461538461
"ENSRNOG00000001346",1.26592420885458,0.02996728173787
"ENSRNOG00000002757",1.26592420885458,0.0181483625614415
"ENSRNOG00000013886",1.26592420885458,0.015507997265892
"ENSRNOG00000019228",1.26592420885458,0.00678409090909091
"ENSRNOG00000019955",1.26592420885458,0.0260522727272727
"ENSRNOG00000001247",1.26592420885458,0.0147252301321867
"ENSRNOG00000010050",1.26340850020851,0.0263704118104118
"ENSRNOG00000029866",1.25712161050595,0.00694285714285714
"ENSRNOG00000011311",1.25669456279543,0.0125073086654016
"ENSRNOG00000022922",1.25570285348878,0.0254905018573086
"ENSRNOG00000009325",1.24711749410312,0.0168442914365328
"ENSRNOG00000002538",1.23719083757454,0.0220503987240829
"ENSRNOG00000020526",1.23209590795413,0.0131010310328667
"ENSRNOG00000026982",1.22436271347083,0.0255907183637618
"ENSRNOG00000002911",1.22164219142398,0.0240345979566255
"ENSRNOG00000010753",1.22164219142398,0.00996893939393939
"ENSRNOG00000006086",1.21783027506103,0.038833913065492
"ENSRNOG00000000258",1.21414967267735,0.0599562969133116
"ENSRNOG00000018441",1.21357078494567,0.0195419047619048
"ENSRNOG00000022260",1.21071027208545,0.0292976237167894
"ENSRNOG00000008456",1.19981999982037,0.0290765024596722
"ENSRNOG00000007048",1.19525446766069,0.0221090909090909
"ENSRNOG00000008578",1.19319219858459,0.0189807194616977
"ENSRNOG00000010839",1.18228359747049,0.0180048522206417
"ENSRNOG00000022438",1.1784778125873,0.0281839285714286
"ENSRNOG00000002191",1.16596690784758,0.0192453165881737
"ENSRNOG00000004733",1.16446132253923,0.0278406798782877
"ENSRNOG00000017260",1.15226803171449,0.0347314156689544
"ENSRNOG00000018510",1.11975278986431,0.0313501273380809
"ENSRNOG00000042496",1.10964911661405,0.0326238887643177
"ENSRNOG00000005083",1.08673129931091,0.0304605683661024
"ENSRNOG00000003186",1.07882517220658,0.0288938095238095
"ENSRNOG00000018994",1.07468743468927,0.0515145665357754
"ENSRNOG00000058572",1.0696563746014,0.0209831251284056
"ENSRNOG00000016366",1.03532560201144,0.0309024278499278
"ENSRNOG00000018214",1.02966195297771,0.0299132936507937
"ENSRNOG00000009700",1.02481230416336,0.0347540912518854
"ENSRNOG00000000392",1.01834823701258,0.0559401780065036
"ENSRNOG00000016103",1.01411932068291,0.0331867928132171
"ENSRNOG00000012369",1.00910264188928,0.0324933783327626
"ENSRNOG00000000007",1.00050037531277,0.00537333333333333
"ENSRNOG00000000010",1.00050037531277,0.004
"ENSRNOG00000000064",1.00050037531277,0.00802111263109895
"ENSRNOG00000000158",1.00050037531277,0.00371428571428572
"ENSRNOG00000000172",1.00050037531277,0.00646057347670251
"ENSRNOG00000000321",1.00050037531277,0.00342857142857143
"ENSRNOG00000000422",1.00050037531277,0.00573634085213033
"ENSRNOG00000000451",1.00050037531277,0.0143851851851852
"ENSRNOG00000000467",1.00050037531277,0.00361904761904762
"ENSRNOG00000000477",1.00050037531277,0.00311111111111111
"ENSRNOG00000000483",1.00050037531277,0.0016
"ENSRNOG00000000513",1.00050037531277,0.00266666666666667
"ENSRNOG00000000520",1.00050037531277,0.00754509803921568
"ENSRNOG00000000529",1.00050037531277,0.0049
"ENSRNOG00000000579",1.00050037531277,0.0015
"ENSRNOG00000000610",1.00050037531277,0.00931758241758242
"ENSRNOG00000000645",1.00050037531277,0.00191666666666667
"ENSRNOG00000000662",1.00050037531277,0.0026
"ENSRNOG00000000695",1.00050037531277,0.00728039215686274
"ENSRNOG00000000802",1.00050037531277,0.00505263157894737
"ENSRNOG00000000902",1.00050037531277,0.00859090909090909
"ENSRNOG00000000907",1.00050037531277,0.00273913043478261
"ENSRNOG00000000909",1.00050037531277,0.0018
"ENSRNOG00000000936",1.00050037531277,0.00860530303030303
"ENSRNOG00000000968",1.00050037531277,0.00536363636363636
"ENSRNOG00000000987",1.00050037531277,0.00843055555555555
"ENSRNOG00000001010",1.00050037531277,0.00686856571714143
"ENSRNOG00000001032",1.00050037531277,0.00342857142857143
"ENSRNOG00000001061",1.00050037531277,0.00559548872180451
"ENSRNOG00000001158",1.00050037531277,0.00191666666666667
"ENSRNOG00000001182",1.00050037531277,0.00676
"ENSRNOG00000001189",1.00050037531277,0.00500869565217391
"ENSRNOG00000001194",1.00050037531277,0.0188923913043478
"ENSRNOG00000001228",1.00050037531277,0.0016
"ENSRNOG00000001253",1.00050037531277,0.00838518518518518
"ENSRNOG00000001289",1.00050037531277,0.0150672514619883
"ENSRNOG00000001293",1.00050037531277,0.0204548891242258
"ENSRNOG00000001317",1.00050037531277,0.00325
"ENSRNOG00000001337",1.00050037531277,0.00865700483091787
"ENSRNOG00000001347",1.00050037531277,0.003
"ENSRNOG00000001348",1.00050037531277,0.0042
"ENSRNOG00000001377",1.00050037531277,0.00352941176470588
"ENSRNOG00000001428",1.00050037531277,0.00188235294117647
"ENSRNOG00000001448",1.00050037531277,0.00571666666666667
"ENSRNOG00000001465",1.00050037531277,0.005
"ENSRNOG00000001516",1.00050037531277,0.00480896551724138
"ENSRNOG00000001531",1.00050037531277,0.001
"ENSRNOG00000001633",1.00050037531277,0.001
"ENSRNOG00000001640",1.00050037531277,0.00185714285714286
"ENSRNOG00000001642",1.00050037531277,0.00500869565217391
"ENSRNOG00000001709",1.00050037531277,0.00484615384615385
"ENSRNOG00000001711",1.00050037531277,0.00910693602693602
"ENSRNOG00000001715",1.00050037531277,0.00858100205468627
"ENSRNOG00000001738",1.00050037531277,0.00758832565284178
"ENSRNOG00000001762",1.00050037531277,0.00924254445964432
"ENSRNOG00000001781",1.00050037531277,0.00908944281524927
"ENSRNOG00000001785",1.00050037531277,0.0042
"ENSRNOG00000001795",1.00050037531277,0.00813186813186813
"ENSRNOG00000001803",1.00050037531277,0.0126577780914737
"ENSRNOG00000001837",1.00050037531277,0.001
"ENSRNOG00000001870",1.00050037531277,0.00671184995737425
"ENSRNOG00000001880",1.00050037531277,0.00986516187870497
"ENSRNOG00000001885",1.00050037531277,0.00839026915113871
"ENSRNOG00000001888",1.00050037531277,0.00642857142857143
"ENSRNOG00000001953",1.00050037531277,0.00184615384615385
"ENSRNOG00000001959",1.00050037531277,0.0142826948082703
"ENSRNOG00000001960",1.00050037531277,0.00985873015873016
"ENSRNOG00000001963",1.00050037531277,0.0024
"ENSRNOG00000002011",1.00050037531277,0.00133333333333333
"ENSRNOG00000002035",1.00050037531277,0.0035
"ENSRNOG00000002053",1.00050037531277,0.00874538866930171
"ENSRNOG00000002074",1.00050037531277,0.00587272727272728
"ENSRNOG00000002075",1.00050037531277,0.00352941176470588
"ENSRNOG00000002079",1.00050037531277,0.0124987468671679
"ENSRNOG00000002105",1.00050037531277,0.00681481481481482
"ENSRNOG00000002121",1.00050037531277,0.00719444444444445
"ENSRNOG00000002137",1.00050037531277,0.00867705627705628
"ENSRNOG00000002163",1.00050037531277,0.00502020202020202
"ENSRNOG00000002181",1.00050037531277,0.00191304347826087
"ENSRNOG00000002182",1.00050037531277,0.00610555555555556
"ENSRNOG00000002205",1.00050037531277,0.00486111111111111
"ENSRNOG00000002225",1.00050037531277,0.0107723823447508
"ENSRNOG00000002241",1.00050037531277,0.00661444444444444
"ENSRNOG00000002247",1.00050037531277,0.0033
"ENSRNOG00000002320",1.00050037531277,0.0117166666666667
"ENSRNOG00000002339",1.00050037531277,0.0015
"ENSRNOG00000002407",1.00050037531277,0.0064200956937799
"ENSRNOG00000002425",1.00050037531277,0.00725478927203065
"ENSRNOG00000002470",1.00050037531277,0.00567032967032967
"ENSRNOG00000002546",1.00050037531277,0.003
"ENSRNOG00000002721",1.00050037531277,0.00214285714285714
"ENSRNOG00000002750",1.00050037531277,0.0160926023026272
"ENSRNOG00000002784",1.00050037531277,0.001
"ENSRNOG00000002795",1.00050037531277,0.0116304347826087
"ENSRNOG00000002831",1.00050037531277,0.00677777777777778
"ENSRNOG00000002840",1.00050037531277,0.0130580952380952
"ENSRNOG00000002864",1.00050037531277,0.0114469387755102
"ENSRNOG00000002881",1.00050037531277,0.00346666666666667
"ENSRNOG00000002926",1.00050037531277,0.0053416149068323
"ENSRNOG00000002928",1.00050037531277,0.00957619047619048
"ENSRNOG00000002941",1.00050037531277,0.00133333333333333
"ENSRNOG00000002960",1.00050037531277,0.00672
"ENSRNOG00000002980",1.00050037531277,0.0105225108225108
"ENSRNOG00000003019",1.00050037531277,0.00940555555555556
"ENSRNOG00000003042",1.00050037531277,0.0127746376811594
"ENSRNOG00000003068",1.00050037531277,0.00743615384615385
"ENSRNOG00000003134",1.00050037531277,0.0154615659702616
"ENSRNOG00000003217",1.00050037531277,0.00185714285714286
"ENSRNOG00000003229",1.00050037531277,0.0106317016317016
"ENSRNOG00000003237",1.00050037531277,0.00981714285714286
"ENSRNOG00000003310",1.00050037531277,0.003
"ENSRNOG00000003338",1.00050037531277,0.00461428571428571
"ENSRNOG00000003385",1.00050037531277,0.00602
"ENSRNOG00000003506",1.00050037531277,0.00722198879551821
"ENSRNOG00000003542",1.00050037531277,0.00850697218958089
"ENSRNOG00000003559",1.00050037531277,0.00842455590386625
"ENSRNOG00000003614",1.00050037531277,0.001
"ENSRNOG00000003626",1.00050037531277,0.00961553544494721
"ENSRNOG00000003653",1.00050037531277,0.00652251552795031
"ENSRNOG00000003686",1.00050037531277,0.00191666666666667
"ENSRNOG00000003687",1.00050037531277,0.00579365079365079
"ENSRNOG00000003703",1.00050037531277,0.0126043107769424
"ENSRNOG00000003743",1.00050037531277,0.00436363636363636
"ENSRNOG00000003756",1.00050037531277,0.00411428571428571
"ENSRNOG00000003773",1.00050037531277,0.00797552447552447
"ENSRNOG00000003778",1.00050037531277,0.00328571428571429
"ENSRNOG00000003832",1.00050037531277,0.001
"ENSRNOG00000003858",1.00050037531277,0.0107290909090909
"ENSRNOG00000003882",1.00050037531277,0.024983515037594
"ENSRNOG00000003889",1.00050037531277,0.00966231815306768
"ENSRNOG00000003924",1.00050037531277,0.00133333333333333
"ENSRNOG00000003964",1.00050037531277,0.00753391812865497
"ENSRNOG00000003973",1.00050037531277,0.00866176470588235
"ENSRNOG00000003981",1.00050037531277,0.001875
"ENSRNOG00000004016",1.00050037531277,0.00514285714285714
"ENSRNOG00000004029",1.00050037531277,0.0108666666666667
"ENSRNOG00000004089",1.00050037531277,0.0105198581560284
"ENSRNOG00000004117",1.00050037531277,0.00555859649122807
"ENSRNOG00000004143",1.00050037531277,0.0169525150288308
"ENSRNOG00000004196",1.00050037531277,0.00355555555555556
"ENSRNOG00000004200",1.00050037531277,0.00461111111111111
"ENSRNOG00000004206",1.00050037531277,0.00352941176470588
"ENSRNOG00000004219",1.00050037531277,0.00514285714285714
"ENSRNOG00000004232",1.00050037531277,0.00133333333333333
"ENSRNOG00000004283",1.00050037531277,0.00273913043478261
"ENSRNOG00000004287",1.00050037531277,0.00233333333333333
"ENSRNOG00000004300",1.00050037531277,0.00798571428571428
"ENSRNOG00000004314",1.00050037531277,0.00366666666666667
"ENSRNOG00000004344",1.00050037531277,0.00341111111111111
"ENSRNOG00000004346",1.00050037531277,0.00181818181818182
"ENSRNOG00000004392",1.00050037531277,0.0024
"ENSRNOG00000004410",1.00050037531277,0.016261644246558
"ENSRNOG00000004476",1.00050037531277,0.0167968831168831
"ENSRNOG00000004483",1.00050037531277,0.00214285714285714
"ENSRNOG00000004492",1.00050037531277,0.00175
"ENSRNOG00000004589",1.00050037531277,0.00678571428571429
"ENSRNOG00000004610",1.00050037531277,0.00177777777777778
"ENSRNOG00000004629",1.00050037531277,0.00188888888888889
"ENSRNOG00000004698",1.00050037531277,0.0015
"ENSRNOG00000004727",1.00050037531277,0.00343406593406593
"ENSRNOG00000004744",1.00050037531277,0.00188235294117647
"ENSRNOG00000004760",1.00050037531277,0.0118061421670117
"ENSRNOG00000004773",1.00050037531277,0.00434285714285714
