"dataset","original_name","unified_name","cluster_id","hierarchical_level_1","hierarchical_level_2","hierarchical_level_3","hierarchical_level_4","major_type","subtype","region"
"yao_hippo_10x","349_Mossy","Cluster_3",3,"Neuron","Excitatory","Excitatory","349_Mossy","Excitatory",NA,NA
"yao_hippo_10x","356_CA3-do","Cluster_3",3,"Neuron","Excitatory","CA3","356_CA3-do","Excitatory","CA3","dorsal"
"yao_hippo_10x","354_CA3-ve","Cluster_3",3,"Neuron","Excitatory","CA3","354_CA3-ve","Excitatory","CA3","ventral"
"yao_hippo_10x","358_CA3-do","Cluster_3",3,"Neuron","Excitatory","CA3","358_CA3-do","Excitatory","CA3","dorsal"
"yao_hippo_10x","351_CA3-ve","Cluster_3",3,"Neuron","Excitatory","CA3","351_CA3-ve","Excitatory","CA3","ventral"
"yao_hippo_10x","352_CA3-ve","Cluster_3",3,"Neuron","Excitatory","CA3","352_CA3-ve","Excitatory","CA3","ventral"
"yao_hippo_10x","357_CA3-do","Cluster_3",3,"Neuron","Excitatory","CA3","357_CA3-do","Excitatory","CA3","dorsal"
"yao_hippo_10x","343_CA1","Cluster_3",3,"Neuron","Excitatory","CA1","343_CA1","Excitatory","CA1",NA
"yao_hippo_10x","353_CA3-ve","Cluster_3",3,"Neuron","Excitatory","CA3","353_CA3-ve","Excitatory","CA3","ventral"
"yao_hippo_10x","335_CA1-ve","Cluster_3",3,"Neuron","Excitatory","CA1","335_CA1-ve","Excitatory","CA1","ventral"
"yao_hippo_10x","336_CA1-ve","Cluster_3",3,"Neuron","Excitatory","CA1","336_CA1-ve","Excitatory","CA1","ventral"
"yao_hippo_10x","339_CA1","Cluster_3",3,"Neuron","Excitatory","CA1","339_CA1","Excitatory","CA1",NA
"yao_hippo_10x","346_CA1-do","Cluster_3",3,"Neuron","Excitatory","CA1","346_CA1-do","Excitatory","CA1","dorsal"
"yao_hippo_10x","348_CA1-do","Cluster_3",3,"Neuron","Excitatory","CA1","348_CA1-do","Excitatory","CA1","dorsal"
"yao_hippo_10x","341_CA1","Cluster_3",3,"Neuron","Excitatory","CA1","341_CA1","Excitatory","CA1",NA
"yao_hippo_10x","347_CA1-do","Cluster_3",3,"Neuron","Excitatory","CA1","347_CA1-do","Excitatory","CA1","dorsal"
"yao_hippo_10x","297_CT SUB","Cluster_3",3,"Neuron","Subiculum","SUB","297_CT SUB","Subiculum","SUB",NA
