"cell_type","dataset","n_total","parity_pval_3way","EMM_nullip","EMM_parous","log2fc_emm","pct_change_emm","log2fc_lm_additive","log2fc_stratum_avg","n_strata_parous_higher","direction_consistent"
"356_CA3-do","mouse10x_2020",60,NA,0.0639129124945593,0.0694719382112224,0.120321109602348,8.69781316433727,0.0932552899556757,0.147052274190557,4,"ALL THREE AGREE"
"358_CA3-do","mouse_smartseq_2019",60,NA,0.618670138714434,0.645604103940796,0.0614792509795721,4.3535259811196,0.0562862008866201,0.0625442954879506,3,"ALL THREE AGREE"
"376_Astro","mouse10x_2020",60,NA,0.290718918169346,0.285576097075899,-0.0257496369227031,-1.7690011801886,-0.027216129589782,-0.0245890593133523,0,"ALL THREE AGREE"
"78_Sst HPF","mouse10x_2020",60,NA,0.0156026581528411,0.0168589636102192,0.111717125382327,8.05186811805702,0.106488441225202,0.100245126699587,3,"ALL THREE AGREE"
