"ensembl_id","gene_name","loading","abs_loading","original_pval","reduced_pval","log_pval_degradation","original_coef","reduced_coef","coef_degradation","original_r2","reduced_r2","r2_loss","contribution_score","PC","model","test_term","external_gene_name","final_rank"
"ENSRNOG00000034198","Gene_10809",-0.00806316958159767,0.00806316958159767,0.0132898364230622,0.346271532636084,1.41589715369439,10.8215296658229,7.89800641404316,2.92352325177979,0.101113409156398,0.0153082330024785,0.0858051761539196,9.99641476908635,8,"Parity_Binary","parity_binaryParous","Tceal9",1
"ENSRNOG00000030330","Gene_10357",-0.0164604271429815,0.0164604271429815,0.0132898364230622,0.333439524398727,1.39949744233304,10.8215296658229,5.12794022154354,5.6935894442794,0.101113409156398,0.0161370240943373,0.0849763850620608,9.89713594853912,8,"Parity_Binary","parity_binaryParous",NA,2
"ENSRNOG00000031004","Gene_10429",-0.0113990898484494,0.0113990898484494,0.0132898364230622,0.176602020202734,1.12347603179784,10.8215296658229,7.55884817236799,3.26268149345495,0.101113409156398,0.0312555259129222,0.0698578832434759,8.10926435614543,8,"Parity_Binary","parity_binaryParous","Cyp2j4",3
"ENSRNOG00000031934","Gene_10542",-0.0109287460230357,0.0109287460230357,0.0132898364230622,0.121122510533974,0.959705228475199,10.8215296658229,7.78179265234062,3.03973701348232,0.101113409156398,0.0409231135187134,0.0601902956376847,6.97873479224367,8,"Parity_Binary","parity_binaryParous","Enah",4
"ENSRNOG00000043487","Gene_11394",-0.0106432020326607,0.0106432020326607,0.0132898364230622,0.0740608151368419,0.746068852227533,10.8215296658229,7.99998850915891,2.82154115666403,0.101113409156398,0.053973917391956,0.0471394917644421,5.46001802867175,8,"Parity_Binary","parity_binaryParous","RGD1560171",5
"ENSRNOG00000030667","Gene_10396",-0.0105579035994677,0.0105579035994677,0.0132898364230622,0.0716323359741192,0.731589478502078,10.8215296658229,8.74751862525872,2.07401104056423,0.101113409156398,0.0548711991666604,0.0462422099897377,5.35581047747585,8,"Parity_Binary","parity_binaryParous","Ppm1b",6
"ENSRNOG00000029939","Gene_10300",-0.0147017594339365,0.0147017594339365,0.0132898364230622,0.0619803310460315,0.668734256044804,10.8215296658229,8.45707647014965,2.36445319567329,0.101113409156398,0.0587807192284424,0.0423326899279557,4.90200324884037,8,"Parity_Binary","parity_binaryParous","Gypc",7
"ENSRNOG00000030629","Gene_10390",-0.0118908498792549,0.0118908498792549,0.0132898364230622,0.0579838495406685,0.639787409238449,10.8215296658229,9.57270640433093,1.24882326149202,0.101113409156398,0.0605883244698841,0.040525084686514,4.69229587788985,8,"Parity_Binary","parity_binaryParous","Camkmt",8
"ENSRNOG00000033235","Gene_10695",-0.0214140516633032,0.0214140516633032,0.0132898364230622,0.0567857365233696,0.630719627555615,10.8215296658229,7.96547103360699,2.85605863221596,0.101113409156398,0.0611554106651144,0.0399579984912837,4.62651947668398,8,"Parity_Binary","parity_binaryParous","Relb",9
"ENSRNOG00000030449","Gene_10371",-0.0099786303415045,0.0099786303415045,0.0132898364230622,0.0451568466889777,0.531203971951985,10.8215296658229,8.79782898673872,2.02370067908423,0.101113409156398,0.0674021272954565,0.0337112818609416,3.90233215804615,8,"Parity_Binary","parity_binaryParous","Gsta4",10
"ENSRNOG00000045998","Gene_11467",-0.0110026095094777,0.0110026095094777,0.0132898364230622,0.0240396125138195,0.257407827649788,10.8215296658229,9.74853540901834,1.0729942568046,0.101113409156398,0.0847367355555138,0.0163766736008843,1.89507518773822,8,"Parity_Binary","parity_binaryParous","Sema6b",11
