"ensembl_id","gene_name","loading","abs_loading","original_pval","reduced_pval","log_pval_degradation","original_coef","reduced_coef","coef_degradation","original_r2","reduced_r2","r2_loss","contribution_score","PC","model","test_term","external_gene_name","final_rank"
"ENSRNOG00000002833","Gene_1135",0.00379106370045915,0.00379106370045915,0.047508095512377,0.0492077467261386,0.0152658577681748,11.6054309272212,11.514454247627,0.090976679594144,0.0660150458719886,0.0650555153730441,0.000959530498944483,0.111218907662623,5,"Parity_Binary","parity_binaryParous","Gsk3b",50
"ENSRNOG00000036762","Gene_10868",0.00644288271121419,0.00644288271121419,0.047508095512377,0.0491977617747666,0.0151777243015862,11.6054309272212,11.5067840947064,0.0986468325147491,0.0660150458719886,0.0650610524173092,0.000953993454679392,0.110577069769525,5,"Parity_Binary","parity_binaryParous",NA,51
"ENSRNOG00000024904","Gene_9461",0.00658032204274422,0.00658032204274422,0.047508095512377,0.0491918155656949,0.0151252308188197,11.6054309272212,11.4890314578585,0.116399469362712,0.0660150458719886,0.065064350369966,0.000950695502022592,0.110194781021079,5,"Parity_Binary","parity_binaryParous","Pla2g4e",52
"ENSRNOG00000008810","Gene_3478",0.00903247878466286,0.00903247878466286,0.047508095512377,0.049182383286478,0.0150419490869021,11.6054309272212,11.475649175497,0.129781751724209,0.0660150458719886,0.0650695826454065,0.000945463226582108,0.109588271745113,5,"Parity_Binary","parity_binaryParous","Nsmf",53
"ENSRNOG00000016722","Gene_6739",0.0104188356351106,0.0104188356351106,0.047508095512377,0.0491655611190144,0.0148933791372508,11.6054309272212,11.505052292303,0.10037863491819,0.0660150458719886,0.0650789167988291,0.000936129073159514,0.108506286453202,5,"Parity_Binary","parity_binaryParous","Xpo6",54
"ENSRNOG00000005100","Gene_2061",-0.00521522653279255,0.00521522653279255,0.047508095512377,0.0491521250726494,0.0147746781983396,11.6054309272212,11.4801645823607,0.125266344860444,0.0660150458719886,0.0650863744436403,0.000928671428348293,0.107641821033169,5,"Parity_Binary","parity_binaryParous","Tmco5a",55
"ENSRNOG00000013972","Gene_5605",0.0119818207860662,0.0119818207860662,0.047508095512377,0.0490990784424869,0.0143057198512161,11.6054309272212,11.5073007910527,0.0981301361684732,0.0660150458719886,0.0651158383063124,0.000899207565676199,0.104226476418836,5,"Parity_Binary","parity_binaryParous","Pef1",56
"ENSRNOG00000031731","Gene_10515",0.00565552885788883,0.00565552885788883,0.047508095512377,0.0490622980054372,0.0139802651320954,11.6054309272212,11.6773565316882,0.0719256044670704,0.0660150458719886,0.0651362865783166,0.000878759293671955,0.101856194499291,5,"Parity_Binary","parity_binaryParous","Fam216a",57
"ENSRNOG00000012991","Gene_5224",0.00890878734183238,0.00890878734183238,0.047508095512377,0.0490568314199765,0.0139318727764602,11.6054309272212,11.5179955863883,0.0874353408329078,0.0660150458719886,0.0651393270978723,0.000875718774116255,0.101503750188086,5,"Parity_Binary","parity_binaryParous","Adgra2",58
"ENSRNOG00000027839","Gene_9978",0.00455790872634561,0.00455790872634561,0.047508095512377,0.0490512211620814,0.0138822029688463,11.6054309272212,11.5189051983231,0.0865257288981223,0.0660150458719886,0.0651424478898869,0.000872597982101722,0.101142001179019,5,"Parity_Binary","parity_binaryParous","Ptk2b",59
"ENSRNOG00000012266","Gene_4926",0.00882707318696884,0.00882707318696884,0.047508095512377,0.0490497680430819,0.013869337011669,11.6054309272212,11.5129222740899,0.0925086531312633,0.0660150458719886,0.0651432562693751,0.000871789602613526,0.101048297273022,5,"Parity_Binary","parity_binaryParous","Zcchc17",60
"ENSRNOG00000012477","Gene_5009",0.00386278020635262,0.00386278020635262,0.047508095512377,0.0490435989784784,0.0138147116929409,11.6054309272212,11.5161723095398,0.089258617681331,0.0660150458719886,0.0651466884336726,0.000868357438315981,0.100650455524539,5,"Parity_Binary","parity_binaryParous",NA,61
"ENSRNOG00000058193","Gene_12864",0.00587340868859115,0.00587340868859115,0.047508095512377,0.0490374571001516,0.0137603202747409,11.6054309272212,11.517352057931,0.0880788692902073,0.0660150458719886,0.0651501059132204,0.000864939958768213,0.100254316151562,5,"Parity_Binary","parity_binaryParous","Slc27a6",62
"ENSRNOG00000011315","Gene_4533",0.017450932350196,0.017450932350196,0.047508095512377,0.0490359494385587,0.0137469676415747,11.6054309272212,11.4992776811534,0.106153246067748,0.0660150458719886,0.0651509448772947,0.000864100994693931,0.100157067110968,5,"Parity_Binary","parity_binaryParous","Med16",63
