"ensembl_id","gene_name","loading","abs_loading","original_pval","reduced_pval","log_pval_degradation","original_coef","reduced_coef","coef_degradation","original_r2","reduced_r2","r2_loss","contribution_score","PC","model","test_term","external_gene_name","final_rank"
"ENSRNOG00000034198","Gene_10809",-0.00806316958159765,0.00806316958159765,0.0132898364230616,0.346271532636078,1.41589715369441,10.821529665823,7.89800641404324,2.92352325177978,0.101113409156399,0.0153082330024789,0.0858051761539204,9.99641476908645,8,"Parity_Binary","parity_binaryParous","Tceal9",1
"ENSRNOG00000030330","Gene_10357",-0.0164604271429815,0.0164604271429815,0.0132898364230616,0.333439524398719,1.39949744233305,10.821529665823,5.12794022154363,5.69358944427939,0.101113409156399,0.0161370240943377,0.0849763850620615,9.8971359485392,8,"Parity_Binary","parity_binaryParous",NA,2
"ENSRNOG00000031004","Gene_10429",-0.0113990898484494,0.0113990898484494,0.0132898364230616,0.176602020202729,1.12347603179785,10.821529665823,7.55884817236808,3.26268149345495,0.101113409156399,0.0312555259129228,0.0698578832434765,8.1092643561455,8,"Parity_Binary","parity_binaryParous","Cyp2j4",3
"ENSRNOG00000031934","Gene_10542",-0.0109287460230357,0.0109287460230357,0.0132898364230616,0.12112251053397,0.959705228475207,10.821529665823,7.7817926523407,3.03973701348233,0.101113409156399,0.040923113518714,0.0601902956376852,6.97873479224373,8,"Parity_Binary","parity_binaryParous","Enah",4
"ENSRNOG00000043487","Gene_11394",-0.0106432020326607,0.0106432020326607,0.0132898364230616,0.0740608151368392,0.746068852227537,10.821529665823,7.99998850915899,2.82154115666404,0.101113409156399,0.0539739173919569,0.0471394917644423,5.46001802867177,8,"Parity_Binary","parity_binaryParous","RGD1560171",5
"ENSRNOG00000030667","Gene_10396",-0.0105579035994676,0.0105579035994676,0.0132898364230616,0.0716323359741153,0.731589478502074,10.821529665823,8.74751862525882,2.07401104056421,0.101113409156399,0.0548711991666618,0.0462422099897375,5.35581047747582,8,"Parity_Binary","parity_binaryParous","Ppm1b",6
"ENSRNOG00000029939","Gene_10300",-0.0147017594339365,0.0147017594339365,0.0132898364230616,0.0619803310460293,0.668734256044808,10.821529665823,8.45707647014973,2.36445319567329,0.101113409156399,0.0587807192284433,0.0423326899279559,4.9020032488404,8,"Parity_Binary","parity_binaryParous","Gypc",7
"ENSRNOG00000030629","Gene_10390",-0.0118908498792548,0.0118908498792548,0.0132898364230616,0.0579838495406658,0.639787409238448,10.821529665823,9.57270640433101,1.24882326149202,0.101113409156399,0.0605883244698854,0.0405250846865139,4.69229587788984,8,"Parity_Binary","parity_binaryParous","Camkmt",8
"ENSRNOG00000033235","Gene_10695",-0.0214140516633032,0.0214140516633032,0.0132898364230616,0.0567857365233675,0.630719627555619,10.821529665823,7.96547103360706,2.85605863221596,0.101113409156399,0.0611554106651154,0.0399579984912839,4.62651947668401,8,"Parity_Binary","parity_binaryParous","Relb",9
"ENSRNOG00000030449","Gene_10371",-0.00997863034150454,0.00997863034150454,0.0132898364230616,0.0451568466889761,0.531203971951989,10.821529665823,8.79782898673879,2.02370067908424,0.101113409156399,0.0674021272954573,0.0337112818609419,3.90233215804618,8,"Parity_Binary","parity_binaryParous","Gsta4",10
