"pathway_id"
"GO:0006865"
"GO:0003229"
"GO:0016049"
"GO:0016301"
"GO:0016887"
"GO:0000302"
"GO:0048523"
"GO:0071805"
"GO:0051897"
"GO:0005635"
"GO:0005829"
