"gene_id","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","significant_fdr20","large_effect","weighted_score"
"ENSRNOG00000021023","Mag",108.738508073915,0.0668058143784868,0.138721908236152,0.481580849253892,0.630103733210454,0.999995822429765,FALSE,FALSE,FALSE,0.0334038143389887
"ENSRNOG00000017676","Plvap",2.06564430957349,-0.136812392323243,0.284182907010722,-0.481423720245359,0.630215381493458,0.999995822429765,FALSE,FALSE,FALSE,0.0684071033113666
"ENSRNOG00000002232","Aff1",10.3877473757904,-0.0616185364590972,0.127999247482646,-0.481397646243596,0.630233909236658,0.999995822429765,FALSE,FALSE,FALSE,0.0308101753792939
"ENSRNOG00000047781","Slc25a23",190.311995363654,-0.019060162695103,0.0396074830474352,-0.481226304440398,0.630355667599493,0.999995822429765,FALSE,FALSE,FALSE,0.00953098849729675
"ENSRNOG00000007299","Caap1",5.57556425932623,-0.0828414991496926,0.172171245323899,-0.481157576538673,0.630404509622077,0.999995822429765,FALSE,FALSE,FALSE,0.0414216567245916
"ENSRNOG00000018823","Nisch",424.648292534588,0.0129565160092929,0.026936294404267,0.48100588057281,0.630512319266998,0.999995822429765,FALSE,FALSE,FALSE,0.00647916515439172
"ENSRNOG00000011057","Mfn1",40.8380349838429,-0.0312784322707215,0.0650427751324107,-0.480890186604838,0.63059454774084,0.999995822429765,FALSE,FALSE,FALSE,0.015640123285106
"ENSRNOG00000051531","Ctu2",4.84604199740244,0.0905660346098992,0.188389937937257,0.480737111554557,0.630703351522299,0.999995822429765,FALSE,FALSE,FALSE,0.0452839244546949
"ENSRNOG00000031090",NA,4.03038951078639,0.0997670513368527,0.207610150886187,0.480549967865229,0.63083638173346,0.999995822429765,FALSE,FALSE,FALSE,0.0498844328181716
"ENSRNOG00000016940","Ppp2r2d",17.3457148311,-0.047167685464906,0.0981597672167803,-0.480519532618072,0.630858017616906,0.999995822429765,FALSE,FALSE,FALSE,0.0235847498821983
"ENSRNOG00000001243","Zcchc8",13.2024899004886,-0.0539260494391527,0.112227104427403,-0.480508249003575,0.630866039020968,0.999995822429765,FALSE,FALSE,FALSE,0.0269639318693216
"ENSRNOG00000006304","Mdm2",20.4055503705673,-0.0435649287066409,0.0906841286732515,-0.480403013669701,0.63094085181828,0.999995822429765,FALSE,FALSE,FALSE,0.0217833715030657
